,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Sankt Jørgens Allé 8, 4. th 1615 København V ",4200000.0,2021-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/841197/48302DB7-FF89-448D-B42B-E3B966A422E2,https://www.boliga.dk//bbrinfo/48302db7-ff89-448d-b42b-e3b966a422e2,"(55.67395193, 12.55924823)","Sankt Jørgens Allé 8, st., 1615 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
1," Bagerstræde 5, 3. th 1617 København V ",7800000.0,2021-12-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/851966/E370A98E-D874-47DD-8ECF-5D645C95A570,https://www.boliga.dk//bbrinfo/e370a98e-d874-47dd-8ecf-5d645c95a570,"(55.67297926, 12.55448212)","Bagerstræde 5, 1617 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,129, 1,129,Vandskyllende toilet i enheden,4, 1,-
2," Bagerstræde 5, 3. th 1617 København V ",5900000.0,2017-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/851966/E370A98E-D874-47DD-8ECF-5D645C95A570,https://www.boliga.dk//bbrinfo/e370a98e-d874-47dd-8ecf-5d645c95a570,"(55.67297926, 12.55448212)","Bagerstræde 5, 1617 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,129, 1,129,Vandskyllende toilet i enheden,4, 1,-
3," Bagerstræde 5, 3. th 1617 København V ",3275000.0,2010-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/851966/E370A98E-D874-47DD-8ECF-5D645C95A570,https://www.boliga.dk//bbrinfo/e370a98e-d874-47dd-8ecf-5d645c95a570,"(55.67297926, 12.55448212)","Bagerstræde 5, 1617 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,129, 1,129,Vandskyllende toilet i enheden,4, 1,-
8," Trommesalen 3, 3. tv 1614 København V ",5675000.0,2021-11-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/18971/A1C27762-4D0A-4423-872B-41D7EE863F29,https://www.boliga.dk//bbrinfo/a1c27762-4d0a-4423-872b-41d7ee863f29,"(55.67370223, 12.56065724)","Trommesalen 3, 1614 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,3, 1,-
9," Trommesalen 3, 3. tv 1614 København V ",4195000.0,2014-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/18971/A1C27762-4D0A-4423-872B-41D7EE863F29,https://www.boliga.dk//bbrinfo/a1c27762-4d0a-4423-872b-41d7ee863f29,"(55.67370223, 12.56065724)","Trommesalen 3, 1614 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,3, 1,-
10," Trommesalen 3, 3. th 1614 København V ",2847500.0,2021-08-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/18972/A890969E-292E-4774-B815-716E6271EC49,https://www.boliga.dk//bbrinfo/a890969e-292e-4774-b815-716e6271ec49,"(55.67370223, 12.56065724)","Trommesalen 3, 1614 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,3, 1,-
11," Trommesalen 3, 3. th 1614 København V ",5100000.0,2018-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/18972/A890969E-292E-4774-B815-716E6271EC49,https://www.boliga.dk//bbrinfo/a890969e-292e-4774-b815-716e6271ec49,"(55.67370223, 12.56065724)","Trommesalen 3, 1614 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,3, 1,-
12," Trommesalen 3, 3. th 1614 København V ",3995000.0,2014-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/18972/A890969E-292E-4774-B815-716E6271EC49,https://www.boliga.dk//bbrinfo/a890969e-292e-4774-b815-716e6271ec49,"(55.67370223, 12.56065724)","Trommesalen 3, 1614 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,3, 1,-
13," Tullinsgade 1, 2 1618 København V ",11350000.0,2021-08-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/823385/2428A432-4B75-4ADB-A350-3AC1D1911768,https://www.boliga.dk//bbrinfo/2428a432-4b75-4adb-a350-3ac1d1911768,"(55.67399581, 12.55158304)","Tullinsgade 1, 1., 1618 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,186, 1,186,Vandskyllende toilet i enheden,5, 1,-
