,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Henrik Ibsens Vej 4, 1. tv 1813 Frederiksberg C ",4350000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/55986/B241FEA2-36C3-4682-B948-60F4E5D921AE,https://www.boliga.dk//bbrinfo/b241fea2-36c3-4682-b948-60f4e5d921ae,"(55.67351892, 12.5388657)","Henrik Ibsens Vej 4, 4. th, 1813 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,69, 1,69,Vandskyllende toilet i enheden,3, 1,-
1," Henrik Ibsens Vej 4, 1. tv 1813 Frederiksberg C ",3400000.0,2017-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/55986/B241FEA2-36C3-4682-B948-60F4E5D921AE,https://www.boliga.dk//bbrinfo/b241fea2-36c3-4682-b948-60f4e5d921ae,"(55.67351892, 12.5388657)","Henrik Ibsens Vej 4, 4. th, 1813 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,69, 1,69,Vandskyllende toilet i enheden,3, 1,-
2," Henrik Ibsens Vej 4, 1. tv 1813 Frederiksberg C ",2506000.0,2014-03-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/55986/B241FEA2-36C3-4682-B948-60F4E5D921AE,https://www.boliga.dk//bbrinfo/b241fea2-36c3-4682-b948-60f4e5d921ae,"(55.67351892, 12.5388657)","Henrik Ibsens Vej 4, 4. th, 1813 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,69, 1,69,Vandskyllende toilet i enheden,3, 1,-
5," Kochsvej 3, 1 1812 Frederiksberg C ",14075000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/254237/40E24D12-736A-49D6-A49F-5BEEE3B8EC4C,https://www.boliga.dk//bbrinfo/40e24d12-736a-49d6-a49f-5beee3b8ec4c,"(55.67369737, 12.53821578)","Kochsvej 3, 1812 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,147, 1,147,Vandskyllende toilet i enheden,6, 1,-
6," Carl Bernhards Vej 13B, st. 9 1817 Frederiksberg C ",2625000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163444/9DC910C4-BB01-413E-AB40-BF1B7046E7C5,https://www.boliga.dk//bbrinfo/9dc910c4-bb01-413e-ab40-bf1b7046e7c5,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
7," Carl Bernhards Vej 13B, st. 9 1817 Frederiksberg C ",2360000.0,2020-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163444/9DC910C4-BB01-413E-AB40-BF1B7046E7C5,https://www.boliga.dk//bbrinfo/9dc910c4-bb01-413e-ab40-bf1b7046e7c5,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
8," Carl Bernhards Vej 13B, st. 9 1817 Frederiksberg C ",2100000.0,2017-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163444/9DC910C4-BB01-413E-AB40-BF1B7046E7C5,https://www.boliga.dk//bbrinfo/9dc910c4-bb01-413e-ab40-bf1b7046e7c5,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
9," Carl Bernhards Vej 13B, st. 9 1817 Frederiksberg C ",1323000.0,2016-09-20, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/163444/9DC910C4-BB01-413E-AB40-BF1B7046E7C5,https://www.boliga.dk//bbrinfo/9dc910c4-bb01-413e-ab40-bf1b7046e7c5,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
10," Carl Bernhards Vej 13B, st. 9 1817 Frederiksberg C ",1570000.0,2015-05-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163444/9DC910C4-BB01-413E-AB40-BF1B7046E7C5,https://www.boliga.dk//bbrinfo/9dc910c4-bb01-413e-ab40-bf1b7046e7c5,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
16," Carl Bernhards Vej 13B, 2. 33 1817 Frederiksberg C ",2900000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163703/2573B16D-D002-46FE-9A3C-58A983669D2E,https://www.boliga.dk//bbrinfo/2573b16d-d002-46fe-9a3c-58a983669d2e,"(55.67176532, 12.54272828)","Carl Bernhards Vej 13B, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
19," Carit Etlars Vej 4B, 3. th 1814 Frederiksberg C ",4605000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/17243/CE2F4B88-4AD3-4DC5-9F96-7FB3C18B8F94,https://www.boliga.dk//bbrinfo/ce2f4b88-4ad3-4dc5-9f96-7fb3c18b8f94,"(55.67316858, 12.54113382)","Carit Etlars Vej 4B, 1. th, 1814 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,2, 1,-
20," Carit Etlars Vej 4B, 3. th 1814 Frederiksberg C ",3995000.0,2020-06-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/17243/CE2F4B88-4AD3-4DC5-9F96-7FB3C18B8F94,https://www.boliga.dk//bbrinfo/ce2f4b88-4ad3-4dc5-9f96-7fb3c18b8f94,"(55.67316858, 12.54113382)","Carit Etlars Vej 4B, 1. th, 1814 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,2, 1,-
21," Carit Etlars Vej 4B, 3. th 1814 Frederiksberg C ",3150000.0,2016-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/17243/CE2F4B88-4AD3-4DC5-9F96-7FB3C18B8F94,https://www.boliga.dk//bbrinfo/ce2f4b88-4ad3-4dc5-9f96-7fb3c18b8f94,"(55.67316858, 12.54113382)","Carit Etlars Vej 4B, 1. th, 1814 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,2, 1,-
23," Carl Bernhards Vej 13C, st. 14 1817 Frederiksberg C ",2495000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163495/DC5F58B3-0511-4E32-BE88-7F9C50D26709,https://www.boliga.dk//bbrinfo/dc5f58b3-0511-4e32-be88-7f9c50d26709,"(55.67200369, 12.54369287)","Carl Bernhards Vej 13C, 1. 25, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,1, 1,-
24," Carl Bernhards Vej 13C, st. 14 1817 Frederiksberg C ",2020000.0,2017-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163495/DC5F58B3-0511-4E32-BE88-7F9C50D26709,https://www.boliga.dk//bbrinfo/dc5f58b3-0511-4e32-be88-7f9c50d26709,"(55.67200369, 12.54369287)","Carl Bernhards Vej 13C, 1. 25, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,1, 1,-
25," Carl Bernhards Vej 13C, st. 14 1817 Frederiksberg C ",1087418.0,2017-03-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/163495/DC5F58B3-0511-4E32-BE88-7F9C50D26709,https://www.boliga.dk//bbrinfo/dc5f58b3-0511-4e32-be88-7f9c50d26709,"(55.67200369, 12.54369287)","Carl Bernhards Vej 13C, 1. 25, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,1, 1,-
26," Carl Bernhards Vej 13C, st. 14 1817 Frederiksberg C ",1425000.0,2014-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163495/DC5F58B3-0511-4E32-BE88-7F9C50D26709,https://www.boliga.dk//bbrinfo/dc5f58b3-0511-4e32-be88-7f9c50d26709,"(55.67200369, 12.54369287)","Carl Bernhards Vej 13C, 1. 25, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,1, 1,-
27," Carl Bernhards Vej 13C, st. 14 1817 Frederiksberg C ",895000.0,2010-04-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/163495/DC5F58B3-0511-4E32-BE88-7F9C50D26709,https://www.boliga.dk//bbrinfo/dc5f58b3-0511-4e32-be88-7f9c50d26709,"(55.67200369, 12.54369287)","Carl Bernhards Vej 13C, 1. 25, 1817 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,1, 1,-
30," Platanvej 26, 4. th 1810 Frederiksberg C ",6995000.0,2022-02-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/149956/D3E86305-FF21-4319-A988-DE5BE701274F,https://www.boliga.dk//bbrinfo/d3e86305-ff21-4319-a988-de5be701274f,"(55.67108772, 12.53939043)","Platanvej 26, 1. mf, 1810 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 2,-
31," Platanvej 26, 4. th 1810 Frederiksberg C ",2625000.0,2018-08-30, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/149956/D3E86305-FF21-4319-A988-DE5BE701274F,https://www.boliga.dk//bbrinfo/d3e86305-ff21-4319-a988-de5be701274f,"(55.67108772, 12.53939043)","Platanvej 26, 1. mf, 1810 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 2,-
32," Platanvej 26, 4. th 1810 Frederiksberg C ",3150000.0,2013-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/149956/D3E86305-FF21-4319-A988-DE5BE701274F,https://www.boliga.dk//bbrinfo/d3e86305-ff21-4319-a988-de5be701274f,"(55.67108772, 12.53939043)","Platanvej 26, 1. mf, 1810 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 2,-
33," Kochsvej 6, 4. th 1812 Frederiksberg C ",10995000.0,2022-02-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/221037/F04941CD-3355-41A1-90D8-285AC74B54CE,https://www.boliga.dk//bbrinfo/f04941cd-3355-41a1-90d8-285ac74b54ce,"(55.67321481, 12.5376697)","Kochsvej 6, 1. th, 1812 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,138, 1,138,Vandskyllende toilet i enheden,5, 1,-
