,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
33, Hanevangen 9 2730 Herlev ,6495000.0,2017-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/11182/334D5D3B-962A-4574-9AE1-B61B356D5801,https://www.boliga.dk//bbrinfo/334d5d3b-962a-4574-9ae1-b61b356d5801,"(55.75646388, 12.3969528)","Hanevangen 9, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,182, 3,182,Vandskyllende toilet i enheden,6, 3,-
34, Hanevangen 9 2730 Herlev ,3650000.0,2011-09-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/11182/334D5D3B-962A-4574-9AE1-B61B356D5801,https://www.boliga.dk//bbrinfo/334d5d3b-962a-4574-9ae1-b61b356d5801,"(55.75646388, 12.3969528)","Hanevangen 9, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,182, 3,182,Vandskyllende toilet i enheden,6, 3,-
35, Kamdalen 18A 2730 Herlev ,3675000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/57816/6AB07FAA-A827-4D45-886B-3DBC43C72FA7,https://www.boliga.dk//bbrinfo/6ab07faa-a827-4d45-886b-3dbc43c72fa7,"(55.73573729, 12.41598165)","Kamdalen 18A, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Dobbelthus,Badeværelse i enheden,110, 1,110,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
36, Sønderhavevej 18 2730 Herlev ,5950000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/40611/E88E2728-765C-4CA2-8209-84DA8EA9A86E,https://www.boliga.dk//bbrinfo/e88e2728-765c-4ca2-8209-84da8ea9a86e,"(55.74006705, 12.41687761)","Sønderhavevej 18, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,153, 2,153,Vandskyllende toilet i enheden,5, 2,-
37, Sønderhavevej 18 2730 Herlev ,4425000.0,2017-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/40611/E88E2728-765C-4CA2-8209-84DA8EA9A86E,https://www.boliga.dk//bbrinfo/e88e2728-765c-4ca2-8209-84da8ea9a86e,"(55.74006705, 12.41687761)","Sønderhavevej 18, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,153, 2,153,Vandskyllende toilet i enheden,5, 2,-
38, Sønderhavevej 18 2730 Herlev ,3420000.0,2011-08-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/40611/E88E2728-765C-4CA2-8209-84DA8EA9A86E,https://www.boliga.dk//bbrinfo/e88e2728-765c-4ca2-8209-84da8ea9a86e,"(55.74006705, 12.41687761)","Sønderhavevej 18, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,153, 2,153,Vandskyllende toilet i enheden,5, 2,-
39, Sortsøvej 14 2730 Herlev ,6995000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/13150/F48F3BB5-E504-4441-A0F1-7DB474CE0DBF,https://www.boliga.dk//bbrinfo/f48f3bb5-e504-4441-a0f1-7db474ce0dbf,"(55.74615913, 12.42714233)","Sortsøvej 14, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,181, 2,181,Vandskyllende toilet i enheden,6, 2,-
41, Hedelyngen 24 2730 Herlev ,5545000.0,2022-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/19620/FCD58FDB-DE12-4485-B53D-37505F34F5B1,https://www.boliga.dk//bbrinfo/fcd58fdb-de12-4485-b53d-37505f34f5b1,"(55.73057826, 12.41886079)","Hedelyngen 24, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,155, 1,155,Vandskyllende toilet i enheden,5, 2,-
42, Hedelyngen 24 2730 Herlev ,4300000.0,2016-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/19620/FCD58FDB-DE12-4485-B53D-37505F34F5B1,https://www.boliga.dk//bbrinfo/fcd58fdb-de12-4485-b53d-37505f34f5b1,"(55.73057826, 12.41886079)","Hedelyngen 24, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,155, 1,155,Vandskyllende toilet i enheden,5, 2,-
44, Tvedvangen 208 2730 Herlev ,4255000.0,2022-02-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/44609/3B01392D-0362-448C-BDB9-27E0BA1608AF,https://www.boliga.dk//bbrinfo/3b01392d-0362-448c-bdb9-27e0ba1608af,"(55.73569353, 12.41923526)","Tvedvangen 208, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,120, 1,120,Vandskyllende toilet i enheden,4, 2,-
45, J E Pitznersvej 34 2730 Herlev ,4300000.0,2022-02-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/32791/3986C8C1-069F-4129-B254-9438A8FBC714,https://www.boliga.dk//bbrinfo/3986c8c1-069f-4129-b254-9438a8fbc714,"(55.7261722, 12.42723839)","J E Pitznersvej 34, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,134, 2,134,Vandskyllende toilet i enheden,4, 2,-
46, Elverhøjen 19A 2730 Herlev ,4200000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/6391/A884983B-8D3C-4348-BC30-A4635F58337A,https://www.boliga.dk//bbrinfo/a884983b-8d3c-4348-bc30-a4635f58337a,"(55.72276997, 12.44858677)","Elverhøjen 19A, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,5, 1,-
47, Elverhøjen 19A 2730 Herlev ,1225000.0,2013-03-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/163/6391/A884983B-8D3C-4348-BC30-A4635F58337A,https://www.boliga.dk//bbrinfo/a884983b-8d3c-4348-bc30-a4635f58337a,"(55.72276997, 12.44858677)","Elverhøjen 19A, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,5, 1,-
50, Klokkedybet 10 2730 Herlev ,3600000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/24276/D672CC71-EFDA-4837-A3CD-83C5102BA479,https://www.boliga.dk//bbrinfo/d672cc71-efda-4837-a3cd-83c5102ba479,"(55.71784718, 12.45755635)","Klokkedybet 10, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,156, 1,156,Vandskyllende toilet i enheden,4, 2,-
53, Kastaniehøj 22 2730 Herlev ,4000000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/59592/480BD0EF-0402-4DBE-BAD3-50D8629EEF21,https://www.boliga.dk//bbrinfo/480bd0ef-0402-4dbe-bad3-50d8629eef21,"(55.72765902, 12.4183242)","Kastaniehøj 22, 2730 Herlev",Sommer-/fritidsbolig,Eget køkken med afløb,Anden enhed til fritidsformål,Badeværelse i enheden,185, 1,0,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
54, Kastaniehøj 22 2730 Herlev ,77100000.0,2010-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/59592/480BD0EF-0402-4DBE-BAD3-50D8629EEF21,https://www.boliga.dk//bbrinfo/480bd0ef-0402-4dbe-bad3-50d8629eef21,"(55.72765902, 12.4183242)","Kastaniehøj 22, 2730 Herlev",Sommer-/fritidsbolig,Eget køkken med afløb,Anden enhed til fritidsformål,Badeværelse i enheden,185, 1,0,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
55, J E Pitznersvej 53G 2730 Herlev ,4425000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/61713/A19DC894-E0A4-4FC9-8A6C-E82FC502AD06,https://www.boliga.dk//bbrinfo/a19dc894-e0a4-4fc9-8a6c-e82fc502ad06,"(55.72573123, 12.42306161)","J E Pitznersvej 53G, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,122, 2,122,Vandskyllende toilet i enheden,5, 2,-
56, J E Pitznersvej 53G 2730 Herlev ,3825000.0,2020-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/61713/A19DC894-E0A4-4FC9-8A6C-E82FC502AD06,https://www.boliga.dk//bbrinfo/a19dc894-e0a4-4fc9-8a6c-e82fc502ad06,"(55.72573123, 12.42306161)","J E Pitznersvej 53G, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,122, 2,122,Vandskyllende toilet i enheden,5, 2,-
57, J E Pitznersvej 53G 2730 Herlev ,3150000.0,2015-01-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/61713/A19DC894-E0A4-4FC9-8A6C-E82FC502AD06,https://www.boliga.dk//bbrinfo/a19dc894-e0a4-4fc9-8a6c-e82fc502ad06,"(55.72573123, 12.42306161)","J E Pitznersvej 53G, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,122, 2,122,Vandskyllende toilet i enheden,5, 2,-
58, Stadagervej 22 2730 Herlev ,2000000.0,2022-07-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/163/39273/23CD00D0-1627-4656-A160-693860670696,https://www.boliga.dk//bbrinfo/23cd00d0-1627-4656-a160-693860670696,"(55.74911848, 12.42049628)","Stadagervej 22, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,139, 1,139,Vandskyllende toilet i enheden,5, 2,-
61, Højderyggen 2 2730 Herlev ,5450000.0,2022-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/20084/1EC56748-1D8A-43C7-87EA-B6338622350E,https://www.boliga.dk//bbrinfo/1ec56748-1d8a-43c7-87ea-b6338622350e,"(55.7391388, 12.44014529)","Højderyggen 2, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,166, 2,166,Vandskyllende toilet i enheden,6, 2,-
62, Højderyggen 2 2730 Herlev ,4400000.0,2018-02-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/20084/1EC56748-1D8A-43C7-87EA-B6338622350E,https://www.boliga.dk//bbrinfo/1ec56748-1d8a-43c7-87ea-b6338622350e,"(55.7391388, 12.44014529)","Højderyggen 2, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,166, 2,166,Vandskyllende toilet i enheden,6, 2,-
63, Snedronningvej 36 2730 Herlev ,4420000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/37718/04F9AD74-A34E-49BD-BB8A-7CEE4EF28E51,https://www.boliga.dk//bbrinfo/04f9ad74-a34e-49bd-bb8a-7cee4ef28e51,"(55.7251875, 12.44755853)","Snedronningvej 36, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,119, 1,119,Vandskyllende toilet i enheden,4, 1,-
65," Klokkedybet 3, st. c 2730 Herlev ",960000.0,2022-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/57476/21D99322-89A5-4911-BA69-C33540B52A04,https://www.boliga.dk//bbrinfo/21d99322-89a5-4911-ba69-c33540b52a04,"(55.71749752, 12.45706429)","Klokkedybet 3, 1. a, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,36, 1,36,Vandskyllende toilet i enheden,1, 1,-
66," Klokkedybet 3, st. c 2730 Herlev ",698000.0,2018-12-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/57476/21D99322-89A5-4911-BA69-C33540B52A04,https://www.boliga.dk//bbrinfo/21d99322-89a5-4911-ba69-c33540b52a04,"(55.71749752, 12.45706429)","Klokkedybet 3, 1. a, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,36, 1,36,Vandskyllende toilet i enheden,1, 1,-
67," Klokkedybet 3, st. c 2730 Herlev ",380000.0,2014-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/57476/21D99322-89A5-4911-BA69-C33540B52A04,https://www.boliga.dk//bbrinfo/21d99322-89a5-4911-ba69-c33540b52a04,"(55.71749752, 12.45706429)","Klokkedybet 3, 1. a, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,36, 1,36,Vandskyllende toilet i enheden,1, 1,-
74, Dyrholmen 23A 2730 Herlev ,3850000.0,2022-01-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/163/4917/FA4A505D-02F9-48F0-8E82-D6B6BB35F070,https://www.boliga.dk//bbrinfo/fa4a505d-02f9-48f0-8e82-d6b6bb35f070,"(55.73633404, 12.44272077)","Dyrholmen 23A, 2730 Herlev",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,-
