,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0, Åmosevej 38 2610 Rødovre ,1923750.0,2022-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/85718/8D20819D-3C57-47B2-906C-840B2F55E5C9,https://www.boliga.dk//bbrinfo/8d20819d-3c57-47b2-906c-840b2f55e5c9,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,139, 1,139,Vandskyllende toilet i enheden,5, 1,-
1, Åmosevej 38 2610 Rødovre ,2000000.0,2011-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/85718/8D20819D-3C57-47B2-906C-840B2F55E5C9,https://www.boliga.dk//bbrinfo/8d20819d-3c57-47b2-906c-840b2f55e5c9,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,139, 1,139,Vandskyllende toilet i enheden,5, 1,-
2, Viemosevej 6B 2610 Rødovre ,20000.0,2022-02-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/175/79785/21546886-F971-4952-BD4F-87EE35765F68,https://www.boliga.dk//bbrinfo/21546886-f971-4952-bd4f-87ee35765f68,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,141, 2,141,Vandskyllende toilet i enheden,5, 2,-
5," Valhøjs Alle 90, 1. 2 2610 Rødovre ",1695000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/98941/10DE580E-636E-43C5-A6B9-C15D21897E7E,https://www.boliga.dk//bbrinfo/10de580e-636e-43c5-a6b9-c15d21897e7e,"(55.67332844, 12.45127395)","Valhøjs Alle 90, 1. 2, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,61, 1,61,Vandskyllende toilet i enheden,2, 1,230 V el fra værk
6," Valhøjs Alle 90, 1. 2 2610 Rødovre ",950000.0,2011-03-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/98941/10DE580E-636E-43C5-A6B9-C15D21897E7E,https://www.boliga.dk//bbrinfo/10de580e-636e-43c5-a6b9-c15d21897e7e,"(55.67332844, 12.45127395)","Valhøjs Alle 90, 1. 2, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,61, 1,61,Vandskyllende toilet i enheden,2, 1,230 V el fra værk
11, Rødager Alle 114 2610 Rødovre ,1900000.0,2022-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/57773/D38A1AA2-F252-4010-816D-722B0723442B,https://www.boliga.dk//bbrinfo/d38a1aa2-f252-4010-816d-722b0723442b,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,105, 1,105,Vandskyllende toilet i enheden,4, 1,-
14," Brunevang 92, 2. 36 2610 Rødovre ",1270000.0,2022-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/93222/EEC313BC-B433-48E9-B87C-91F20BDC28CE,https://www.boliga.dk//bbrinfo/eec313bc-b433-48e9-b87c-91f20bdc28ce,"(55.70595125, 12.45133688)","Brunevang 92, 1. 15, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,45, 1,45,Vandskyllende toilet i enheden,1, 1,-
15," Brunevang 92, 2. 36 2610 Rødovre ",399000.0,2011-02-02, Handelstype Auktion,https://www.boliga.dk//salg/info/175/93222/EEC313BC-B433-48E9-B87C-91F20BDC28CE,https://www.boliga.dk//bbrinfo/eec313bc-b433-48e9-b87c-91f20bdc28ce,"(55.70595125, 12.45133688)","Brunevang 92, 1. 15, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,45, 1,45,Vandskyllende toilet i enheden,1, 1,-
18," Valhøjs Alle 102C, st. th 2610 Rødovre ",2195000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/74821/5904E599-CABE-4D8D-89BE-639DF028452A,https://www.boliga.dk//bbrinfo/5904e599-cabe-4d8d-89be-639df028452a,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,80, 1,80,Vandskyllende toilet i enheden,3, 1,-
19," Valhøjs Alle 102C, st. th 2610 Rødovre ",1600000.0,2007-08-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/74821/5904E599-CABE-4D8D-89BE-639DF028452A,https://www.boliga.dk//bbrinfo/5904e599-cabe-4d8d-89be-639df028452a,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,80, 1,80,Vandskyllende toilet i enheden,3, 1,-
24," Hvidovrevej 86A, st. tv 2610 Rødovre ",770000.0,2022-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/167/33075/D54CC8BC-C95B-4802-A08B-42852B1E07BA,https://www.boliga.dk//bbrinfo/d54cc8bc-c95b-4802-a08b-42852b1e07ba,"(55.66553875, 12.47374282)","Hvidovrevej 86A, 3., 2610 Rødovre",0167,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
25," Hvidovrevej 86A, st. tv 2610 Rødovre ",1640000.0,2018-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/167/33075/D54CC8BC-C95B-4802-A08B-42852B1E07BA,https://www.boliga.dk//bbrinfo/d54cc8bc-c95b-4802-a08b-42852b1e07ba,"(55.66553875, 12.47374282)","Hvidovrevej 86A, 3., 2610 Rødovre",0167,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
26," Hvidovrevej 86A, st. tv 2610 Rødovre ",1050000.0,2017-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/167/33075/D54CC8BC-C95B-4802-A08B-42852B1E07BA,https://www.boliga.dk//bbrinfo/d54cc8bc-c95b-4802-a08b-42852b1e07ba,"(55.66553875, 12.47374282)","Hvidovrevej 86A, 3., 2610 Rødovre",0167,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
27, Nørregårdsvej 218 2610 Rødovre ,4425000.0,2022-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/48391/096241DA-FC46-471D-AC98-69DB289833DA,https://www.boliga.dk//bbrinfo/096241da-fc46-471d-ac98-69db289833da,"(55.68748412, 12.43721682)","Nørregårdsvej 218, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,128, 1,128,Vandskyllende toilet i enheden,5, 1,-
29," Tinderhøj Vænge 29, st. tv 2610 Rødovre ",2100000.0,2022-03-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/70001/FD0C629A-F258-4110-A0EC-113EFCFA96A7,https://www.boliga.dk//bbrinfo/fd0c629a-f258-4110-a0ec-113efcfa96a7,"(55.69363339, 12.44390224)","Tinderhøj Vænge 29, 1. th, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,2, 1,-
30," Tinderhøj Vænge 29, st. tv 2610 Rødovre ",1300000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/70001/FD0C629A-F258-4110-A0EC-113EFCFA96A7,https://www.boliga.dk//bbrinfo/fd0c629a-f258-4110-a0ec-113efcfa96a7,"(55.69363339, 12.44390224)","Tinderhøj Vænge 29, 1. th, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,2, 1,-
35, Tårnvej 383B 2610 Rødovre ,3320000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/73507/09076653-CBE5-4334-9311-2061A65AF78C,https://www.boliga.dk//bbrinfo/09076653-cbe5-4334-9311-2061a65af78c,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,-
36, Tårnvej 383B 2610 Rødovre ,1995000.0,2015-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/73507/09076653-CBE5-4334-9311-2061A65AF78C,https://www.boliga.dk//bbrinfo/09076653-cbe5-4334-9311-2061a65af78c,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,-
37," Damhustorvet 1, 1. th 2610 Rødovre ",2600000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/175/12397/05DF784C-BD3B-4AA2-B036-90B8A4BF7D73,https://www.boliga.dk//bbrinfo/05df784c-bd3b-4aa2-b036-90b8a4bf7d73,"(55.67224273, 12.47406811)","Damhustorvet 1, 2610 Rødovre",0175,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,3, 1,-
