,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
1375, Mars Alle 22 2860 Søborg ,6600000.0,2021-10-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/91481/CB2360A4-A4A9-4FCE-8A65-1C5E30BC33A6,https://www.boliga.dk//bbrinfo/cb2360a4-a4a9-4fce-8a65-1c5e30bc33a6,"(55.72827737, 12.50673059)","Mars Alle 22, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,140, 2,140,Vandskyllende toilet i enheden,5, 2,400 V el fra værk
1376, Mars Alle 22 2860 Søborg ,5185000.0,2017-03-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/91481/CB2360A4-A4A9-4FCE-8A65-1C5E30BC33A6,https://www.boliga.dk//bbrinfo/cb2360a4-a4a9-4fce-8a65-1c5e30bc33a6,"(55.72827737, 12.50673059)","Mars Alle 22, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,140, 2,140,Vandskyllende toilet i enheden,5, 2,400 V el fra værk
1377," Klausdalsbrovej 36, 1. th 2860 Søborg ",1600000.0,2021-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/71960/DCDE3D1B-0B3F-4AE8-AE1C-D43B5E5A7669,https://www.boliga.dk//bbrinfo/dcde3d1b-0b3f-4ae8-ae1c-d43b5e5a7669,"(55.74709953, 12.49084305)","Klausdalsbrovej 36, 1. mf, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,43, 1,43,Vandskyllende toilet i enheden,2, 1,-
1378," Klausdalsbrovej 36, 1. th 2860 Søborg ",715000.0,2012-07-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/71960/DCDE3D1B-0B3F-4AE8-AE1C-D43B5E5A7669,https://www.boliga.dk//bbrinfo/dcde3d1b-0b3f-4ae8-ae1c-d43b5e5a7669,"(55.74709953, 12.49084305)","Klausdalsbrovej 36, 1. mf, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,43, 1,43,Vandskyllende toilet i enheden,2, 1,-
1379, Roslev Alle 3 2860 Søborg ,3500000.0,2021-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/110028/C4C3C766-6EA8-42E4-A709-EBE4B7383CFE,https://www.boliga.dk//bbrinfo/c4c3c766-6ea8-42e4-a709-ebe4b7383cfe,"(55.72094924, 12.45907327)","Roslev Alle 3, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,3, 2,-
1380, Mosevej 41 2860 Søborg ,5600000.0,2021-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/94367/71EA7C4E-C2B3-4DB2-A3F2-60065FFBCB04,https://www.boliga.dk//bbrinfo/71ea7c4e-c2b3-4db2-a3f2-60065ffbcb04,"(55.72668935, 12.51728721)","Mosevej 41, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,101, 1,101,Vandskyllende toilet i enheden,4, 1,-
1382, Stubmarken 7 2860 Søborg ,6200000.0,2021-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/126722/2F1FB7F3-27AF-48B0-BF8F-9C219C372A69,https://www.boliga.dk//bbrinfo/2f1fb7f3-27af-48b0-bf8f-9c219c372a69,"(55.74786865, 12.4763969)","Stubmarken 7, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,125, 2,125,Vandskyllende toilet i enheden,5, 2,-
1383, Stubmarken 7 2860 Søborg ,3275000.0,2012-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/126722/2F1FB7F3-27AF-48B0-BF8F-9C219C372A69,https://www.boliga.dk//bbrinfo/2f1fb7f3-27af-48b0-bf8f-9c219c372a69,"(55.74786865, 12.4763969)","Stubmarken 7, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,125, 2,125,Vandskyllende toilet i enheden,5, 2,-
1384, Buddinge Hovedgade 208 2860 Søborg ,4250000.0,2021-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/23605/78871001-DFF5-4DBA-8DAF-E4589D5CF6A3,https://www.boliga.dk//bbrinfo/78871001-dff5-4dba-8daf-e4589d5cf6a3,"(55.7495108, 12.47538828)","Buddinge Hovedgade 208, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,5, 2,-
1385, Buddinge Hovedgade 208 2860 Søborg ,1250000.0,2011-07-06, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/159/23605/78871001-DFF5-4DBA-8DAF-E4589D5CF6A3,https://www.boliga.dk//bbrinfo/78871001-dff5-4dba-8daf-e4589d5cf6a3,"(55.7495108, 12.47538828)","Buddinge Hovedgade 208, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,5, 2,-
1387," Søborg Hovedgade 201, 3. 4 2860 Søborg ",2740000.0,2021-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/157873/56F34D7F-1115-4352-9A20-76E6C474A303,https://www.boliga.dk//bbrinfo/56f34d7f-1115-4352-9a20-76e6c474a303,"(55.74186577, 12.49743821)","Søborg Hovedgade 201, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,81, 1,81,Vandskyllende toilet i enheden,3, 1,-
1388," Søborg Hovedgade 201, 3. 4 2860 Søborg ",2450000.0,2020-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/157873/56F34D7F-1115-4352-9A20-76E6C474A303,https://www.boliga.dk//bbrinfo/56f34d7f-1115-4352-9a20-76e6c474a303,"(55.74186577, 12.49743821)","Søborg Hovedgade 201, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,81, 1,81,Vandskyllende toilet i enheden,3, 1,-
1389," Søborg Hovedgade 201, 3. 4 2860 Søborg ",1250000.0,2012-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/157873/56F34D7F-1115-4352-9A20-76E6C474A303,https://www.boliga.dk//bbrinfo/56f34d7f-1115-4352-9a20-76e6c474a303,"(55.74186577, 12.49743821)","Søborg Hovedgade 201, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,81, 1,81,Vandskyllende toilet i enheden,3, 1,-
1393," Søborg Hovedgade 221, 3. e 2860 Søborg ",2070000.0,2021-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/159213/6A3F6DB1-D4E3-42EF-A637-72167B49FAE3,https://www.boliga.dk//bbrinfo/6a3f6db1-d4e3-42ef-a637-72167b49fae3,"(55.74177102, 12.49444201)","Søborg Hovedgade 221, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
1394," Søborg Hovedgade 221, 3. e 2860 Søborg ",1850000.0,2020-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/159213/6A3F6DB1-D4E3-42EF-A637-72167B49FAE3,https://www.boliga.dk//bbrinfo/6a3f6db1-d4e3-42ef-a637-72167b49fae3,"(55.74177102, 12.49444201)","Søborg Hovedgade 221, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
1395," Søborg Hovedgade 221, 3. e 2860 Søborg ",1045000.0,2013-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/159213/6A3F6DB1-D4E3-42EF-A637-72167B49FAE3,https://www.boliga.dk//bbrinfo/6a3f6db1-d4e3-42ef-a637-72167b49fae3,"(55.74177102, 12.49444201)","Søborg Hovedgade 221, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
1396," Søborg Hovedgade 221, 3. e 2860 Søborg ",1380000.0,2007-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/159213/6A3F6DB1-D4E3-42EF-A637-72167B49FAE3,https://www.boliga.dk//bbrinfo/6a3f6db1-d4e3-42ef-a637-72167b49fae3,"(55.74177102, 12.49444201)","Søborg Hovedgade 221, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
1399," Kildebakkegårds Alle 82, st. tv 2860 Søborg ",1598000.0,2021-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/151042/C0C4EF8C-2B3D-440E-AC8C-025BD1748404,https://www.boliga.dk//bbrinfo/c0c4ef8c-2b3d-440e-ac8c-025bd1748404,"(55.74187025, 12.51139195)","Kildebakkegårds Alle 82, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,44, 1,44,Vandskyllende toilet i enheden,2, 1,-
1400," Kildebakkegårds Alle 82, st. tv 2860 Søborg ",1165000.0,2017-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/151042/C0C4EF8C-2B3D-440E-AC8C-025BD1748404,https://www.boliga.dk//bbrinfo/c0c4ef8c-2b3d-440e-ac8c-025bd1748404,"(55.74187025, 12.51139195)","Kildebakkegårds Alle 82, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,44, 1,44,Vandskyllende toilet i enheden,2, 1,-
1406," Buddingevej 250, st. 9 2860 Søborg ",1440000.0,2021-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/177076/EE3B9311-D89D-474A-81D3-200E55EDB327,https://www.boliga.dk//bbrinfo/ee3b9311-d89d-474a-81d3-200e55edb327,"(55.74907925, 12.49454698)","Buddingevej 250, kl., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,39, 1,39,Vandskyllende toilet i enheden,2, 1,-
1407," Buddingevej 250, st. 9 2860 Søborg ",1350000.0,2019-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/177076/EE3B9311-D89D-474A-81D3-200E55EDB327,https://www.boliga.dk//bbrinfo/ee3b9311-d89d-474a-81d3-200e55edb327,"(55.74907925, 12.49454698)","Buddingevej 250, kl., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,39, 1,39,Vandskyllende toilet i enheden,2, 1,-
1408," Buddingevej 180, 2. 205 2860 Søborg ",1000000.0,2021-10-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/177718/06F9767A-6793-4222-8B22-C9550F3000B9,https://www.boliga.dk//bbrinfo/06f9767a-6793-4222-8b22-c9550f3000b9,"(55.75368116, 12.49477729)","Buddingevej 180, kl., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,35, 1,35,Vandskyllende toilet i enheden,1, 1,-
1409," Buddingevej 180, 2. 205 2860 Søborg ",765000.0,2017-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/177718/06F9767A-6793-4222-8B22-C9550F3000B9,https://www.boliga.dk//bbrinfo/06f9767a-6793-4222-8b22-c9550f3000b9,"(55.75368116, 12.49477729)","Buddingevej 180, kl., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,35, 1,35,Vandskyllende toilet i enheden,1, 1,-
1410," Buddingevej 180, 2. 205 2860 Søborg ",525000.0,2014-04-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/177718/06F9767A-6793-4222-8B22-C9550F3000B9,https://www.boliga.dk//bbrinfo/06f9767a-6793-4222-8b22-c9550f3000b9,"(55.75368116, 12.49477729)","Buddingevej 180, kl., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,35, 1,35,Vandskyllende toilet i enheden,1, 1,-
1414," Gyngemose Parkvej 8B, 6. tv 2860 Søborg ",1249500.0,2021-10-20, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/159/183477/A63F17FD-B789-4D80-8DCE-8C93EA0B4B4E,https://www.boliga.dk//bbrinfo/a63f17fd-b789-4d80-8dce-8c93ea0b4b4e,"(55.72480079, 12.47357051)","Gyngemose Parkvej 8B, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
1415," Gyngemose Parkvej 8B, 6. tv 2860 Søborg ",2855000.0,2015-05-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/183477/A63F17FD-B789-4D80-8DCE-8C93EA0B4B4E,https://www.boliga.dk//bbrinfo/a63f17fd-b789-4d80-8dce-8c93ea0b4b4e,"(55.72480079, 12.47357051)","Gyngemose Parkvej 8B, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
1416," Buddingevej 260, st. k 2860 Søborg ",1250000.0,2021-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/26329/A543EC3B-FD4F-47B7-B408-4907DF8914B5,https://www.boliga.dk//bbrinfo/a543ec3b-fd4f-47b7-b408-4907df8914b5,"(55.74785888, 12.493898)","Buddingevej 260, 1. a, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,36, 1,36,Vandskyllende toilet i enheden,1, 1,-
1417," Buddingevej 260, st. k 2860 Søborg ",650000.0,2016-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/26329/A543EC3B-FD4F-47B7-B408-4907DF8914B5,https://www.boliga.dk//bbrinfo/a543ec3b-fd4f-47b7-b408-4907df8914b5,"(55.74785888, 12.493898)","Buddingevej 260, 1. a, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,36, 1,36,Vandskyllende toilet i enheden,1, 1,-
1422," Buddingevej 210, 2. tv 2860 Søborg ",2050000.0,2021-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/25306/ADD366FC-8CA3-4809-993F-F017686C9D4C,https://www.boliga.dk//bbrinfo/add366fc-8ca3-4809-993f-f017686c9d4c,"(55.75158687, 12.49455651)","Buddingevej 210, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,3, 1,-
1423," Buddingevej 210, 2. tv 2860 Søborg ",1815000.0,2018-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/25306/ADD366FC-8CA3-4809-993F-F017686C9D4C,https://www.boliga.dk//bbrinfo/add366fc-8ca3-4809-993f-f017686c9d4c,"(55.75158687, 12.49455651)","Buddingevej 210, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,3, 1,-
1424," Buddingevej 210, 2. tv 2860 Søborg ",825000.0,2008-04-01, Handelstype Auktion,https://www.boliga.dk//salg/info/159/25306/ADD366FC-8CA3-4809-993F-F017686C9D4C,https://www.boliga.dk//bbrinfo/add366fc-8ca3-4809-993f-f017686c9d4c,"(55.75158687, 12.49455651)","Buddingevej 210, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,3, 1,-
1428," Nordtoftevej 52, 1 2860 Søborg ",4900000.0,2021-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/173062/8DEEAD0D-2AE9-4217-962A-D164FC2793AE,https://www.boliga.dk//bbrinfo/8deead0d-2ae9-4217-962a-d164fc2793ae,"(55.72757119, 12.50261227)","Nordtoftevej 52, 1., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,-
1429," Nordtoftevej 52, 1 2860 Søborg ",3130000.0,2016-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/173062/8DEEAD0D-2AE9-4217-962A-D164FC2793AE,https://www.boliga.dk//bbrinfo/8deead0d-2ae9-4217-962a-d164fc2793ae,"(55.72757119, 12.50261227)","Nordtoftevej 52, 1., 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,-
1432," Gyngemose Parkvej 15, 2. th 2860 Søborg ",3350000.0,2021-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/182495/8D24FBAA-D423-4E6E-9DF8-E476E7D554FF,https://www.boliga.dk//bbrinfo/8d24fbaa-d423-4e6e-9df8-e476e7d554ff,"(55.7252759, 12.47780521)","Gyngemose Parkvej 15, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,95, 1,95,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
1434, Højtoftevej 16 2860 Søborg ,8150000.0,2021-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/61272/B5BDF41C-4C25-40DC-B779-B3B60E691D47,https://www.boliga.dk//bbrinfo/b5bdf41c-4c25-40dc-b779-b3b60e691d47,"(55.72497798, 12.50732976)","Højtoftevej 16, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,117, 2,117,Vandskyllende toilet i enheden,5, 2,-
1435, Højtoftevej 16 2860 Søborg ,3900000.0,2015-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/61272/B5BDF41C-4C25-40DC-B779-B3B60E691D47,https://www.boliga.dk//bbrinfo/b5bdf41c-4c25-40dc-b779-b3b60e691d47,"(55.72497798, 12.50732976)","Højtoftevej 16, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,117, 2,117,Vandskyllende toilet i enheden,5, 2,-
1436," Tinghøjvej 20, 1. tv 2860 Søborg ",1565000.0,2021-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/180379/8D73173C-2B93-4B28-8292-68A3A2A3922E,https://www.boliga.dk//bbrinfo/8d73173c-2b93-4b28-8292-68a3a2a3922e,"(55.7411523, 12.49763365)","Tinghøjvej 20, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
1437," Tinghøjvej 20, 1. tv 2860 Søborg ",1300000.0,2007-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/180379/8D73173C-2B93-4B28-8292-68A3A2A3922E,https://www.boliga.dk//bbrinfo/8d73173c-2b93-4b28-8292-68a3a2a3922e,"(55.7411523, 12.49763365)","Tinghøjvej 20, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
1439," Novembervej 3, 2. tv 2860 Søborg ",1825000.0,2021-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/101002/BD0CF72E-1518-4FA1-BB0A-3AB900679440,https://www.boliga.dk//bbrinfo/bd0cf72e-1518-4fa1-bb0a-3ab900679440,"(55.71961401, 12.46982111)","Novembervej 3, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
1440," Novembervej 3, 2. tv 2860 Søborg ",825000.0,2010-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/101002/BD0CF72E-1518-4FA1-BB0A-3AB900679440,https://www.boliga.dk//bbrinfo/bd0cf72e-1518-4fa1-bb0a-3ab900679440,"(55.71961401, 12.46982111)","Novembervej 3, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
1443, Hvedemarken 38 2860 Søborg ,5625000.0,2021-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/60039/6C7CDA59-4B9C-4D74-9CB0-23F8D724B73F,https://www.boliga.dk//bbrinfo/6c7cda59-4b9c-4d74-9cb0-23f8d724b73f,"(55.74601998, 12.47544887)","Hvedemarken 38, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,83, 1,83,Vandskyllende toilet i enheden,3, 1,-
1445, Langemarksvej 6 2860 Søborg ,8328000.0,2021-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/79198/72F8DD76-DEF5-4841-B77E-D3DEB8426929,https://www.boliga.dk//bbrinfo/72f8dd76-def5-4841-b77e-d3deb8426929,"(55.72478983, 12.50925943)","Langemarksvej 6, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,129, 1,129,Vandskyllende toilet i enheden,6, 1,-
1446, Langemarksvej 6 2860 Søborg ,5450000.0,2017-05-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/79198/72F8DD76-DEF5-4841-B77E-D3DEB8426929,https://www.boliga.dk//bbrinfo/72f8dd76-def5-4841-b77e-d3deb8426929,"(55.72478983, 12.50925943)","Langemarksvej 6, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,129, 1,129,Vandskyllende toilet i enheden,6, 1,-
1448," Søborg Hovedgade 221, 2. h 2860 Søborg ",2080000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/159086/FDB1D953-6958-447E-9FA3-EF329FB2DD07,https://www.boliga.dk//bbrinfo/fdb1d953-6958-447e-9fa3-ef329fb2dd07,"(55.74177102, 12.49444201)","Søborg Hovedgade 221, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,3, 1,-
1451, Mosevej 20 2860 Søborg ,6995000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/94111/F70B76B8-651E-4E4A-8E6D-7CC3303A3050,https://www.boliga.dk//bbrinfo/f70b76b8-651e-4e4a-8e6d-7cc3303a3050,"(55.72789985, 12.51713757)","Mosevej 20, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,164, 1,164,Vandskyllende toilet i enheden,4, 2,-
1452, Toftekærsvej 146 2860 Søborg ,3700000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/134946/6C22044C-F17A-4B6F-80D6-11FCE6605071,https://www.boliga.dk//bbrinfo/6c22044c-f17a-4b6f-80d6-11fce6605071,"(55.74914742, 12.49757389)","Toftekærsvej 146, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,87, 2,87,Vandskyllende toilet i enheden,4, 2,-
1453, Anlægsvej 23 2860 Søborg ,4950000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/6646/2D3E4E41-9F81-4A78-B50C-6ACF36606060,https://www.boliga.dk//bbrinfo/2d3e4e41-9f81-4a78-b50c-6acf36606060,"(55.74052991, 12.49528886)","Anlægsvej 23, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,89, 1,89,Vandskyllende toilet i enheden,4, 1,-
1454, Anlægsvej 23 2860 Søborg ,2300000.0,2013-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/6646/2D3E4E41-9F81-4A78-B50C-6ACF36606060,https://www.boliga.dk//bbrinfo/2d3e4e41-9f81-4a78-b50c-6acf36606060,"(55.74052991, 12.49528886)","Anlægsvej 23, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,89, 1,89,Vandskyllende toilet i enheden,4, 1,-
1456," Buddingevej 184, st. tv 2860 Søborg ",2100000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/24938/49E20866-778E-4183-B7A3-D860114DCF51,https://www.boliga.dk//bbrinfo/49e20866-778e-4183-b7a3-d860114dcf51,"(55.7533945, 12.4948948)","Buddingevej 184, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
