,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
18, Buddinge Hovedgade 105 2860 Søborg ,5700000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/22064/B9721D0A-9C96-4402-8853-04FEC3798A9A,https://www.boliga.dk//bbrinfo/b9721d0a-9c96-4402-8853-04fec3798a9a,"(55.74426934, 12.48696028)","Buddinge Hovedgade 105, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,232, 1,232,Vandskyllende toilet i enheden,8, 2,-
19, Buddinge Hovedgade 105 2860 Søborg ,4200000.0,2012-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/22064/B9721D0A-9C96-4402-8853-04FEC3798A9A,https://www.boliga.dk//bbrinfo/b9721d0a-9c96-4402-8853-04fec3798a9a,"(55.74426934, 12.48696028)","Buddinge Hovedgade 105, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,232, 1,232,Vandskyllende toilet i enheden,8, 2,-
20, Buddinge Hovedgade 105 2860 Søborg ,4495000.0,2008-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/22064/B9721D0A-9C96-4402-8853-04FEC3798A9A,https://www.boliga.dk//bbrinfo/b9721d0a-9c96-4402-8853-04fec3798a9a,"(55.74426934, 12.48696028)","Buddinge Hovedgade 105, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,232, 1,232,Vandskyllende toilet i enheden,8, 2,-
21, Sydmarken 32 2860 Søborg ,56500000.0,2022-04-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/127540/4020796F-D88A-49A4-AEE2-02E6C12CE157,https://www.boliga.dk//bbrinfo/4020796f-d88a-49a4-aee2-02e6c12ce157,"(55.7338162, 12.47836045)","Sydmarken 32, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,153, 1,153,Vandskyllende toilet i enheden,6, 1,-
23," Novembervej 11, 1. tv 2860 Søborg ",1745000.0,2022-04-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/101290/F7CC93EA-56D8-4C88-B38A-C50121159225,https://www.boliga.dk//bbrinfo/f7cc93ea-56d8-4c88-b38a-c50121159225,"(55.7196679, 12.4691809)","Novembervej 11, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
24," Novembervej 11, 1. tv 2860 Søborg ",1665000.0,2020-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/101290/F7CC93EA-56D8-4C88-B38A-C50121159225,https://www.boliga.dk//bbrinfo/f7cc93ea-56d8-4c88-b38a-c50121159225,"(55.7196679, 12.4691809)","Novembervej 11, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
25," Novembervej 11, 1. tv 2860 Søborg ",1500000.0,2018-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/101290/F7CC93EA-56D8-4C88-B38A-C50121159225,https://www.boliga.dk//bbrinfo/f7cc93ea-56d8-4c88-b38a-c50121159225,"(55.7196679, 12.4691809)","Novembervej 11, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
27," Niels Finsens Alle 100, 1. f 2860 Søborg ",1845000.0,2022-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/159/161056/A1EA112A-0095-40D2-AFC9-7AAA55315205,https://www.boliga.dk//bbrinfo/a1ea112a-0095-40d2-afc9-7aaa55315205,"(55.73649771, 12.51149661)","Niels Finsens Alle 100, 1. a, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
31, Højvangen 39 2860 Søborg ,6700000.0,2022-03-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/61647/3E07FE41-311A-4D2C-B707-66D4F58A5277,https://www.boliga.dk//bbrinfo/3e07fe41-311a-4d2c-b707-66d4f58a5277,"(55.72258619, 12.50113258)","Højvangen 39, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,-
32, Højvangen 39 2860 Søborg ,4800000.0,2020-06-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/61647/3E07FE41-311A-4D2C-B707-66D4F58A5277,https://www.boliga.dk//bbrinfo/3e07fe41-311a-4d2c-b707-66d4f58a5277,"(55.72258619, 12.50113258)","Højvangen 39, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,-
33," Telefonvej 4D, 1. tv 2860 Søborg ",4395000.0,2022-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/182558/4CDD469A-9726-4A48-A0B6-F919B57D80D1,https://www.boliga.dk//bbrinfo/4cdd469a-9726-4a48-a0b6-f919b57d80d1,"(55.74000154, 12.49173012)","Telefonvej 4D, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
34," Telefonvej 4D, 1. tv 2860 Søborg ",3462500.0,2019-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/182558/4CDD469A-9726-4A48-A0B6-F919B57D80D1,https://www.boliga.dk//bbrinfo/4cdd469a-9726-4a48-a0b6-f919b57d80d1,"(55.74000154, 12.49173012)","Telefonvej 4D, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
35," Telefonvej 4D, 1. tv 2860 Søborg ",2500000.0,2012-01-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/182558/4CDD469A-9726-4A48-A0B6-F919B57D80D1,https://www.boliga.dk//bbrinfo/4cdd469a-9726-4a48-a0b6-f919b57d80d1,"(55.74000154, 12.49173012)","Telefonvej 4D, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,100, 1,100,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
37," Lauggårds Alle 10, st. th 2860 Søborg ",1200000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/79945/27867A7B-088A-4A52-B718-D4DF134585C2,https://www.boliga.dk//bbrinfo/27867a7b-088a-4a52-b718-d4df134585c2,"(55.7287916, 12.51485727)","Lauggårds Alle 10, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
41, Septembervej 14 2860 Søborg ,1150000.0,2022-03-02, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/159/114651/027E2AC0-0872-46E5-993E-A8E14A73194A,https://www.boliga.dk//bbrinfo/027e2ac0-0872-46e5-993e-a8e14a73194a,"(55.72860541, 12.4726874)","Septembervej 14, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,85, 2,85,Vandskyllende toilet i enheden,3, 2,-
42, Septembervej 14 2860 Søborg ,2575000.0,2009-11-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/114651/027E2AC0-0872-46E5-993E-A8E14A73194A,https://www.boliga.dk//bbrinfo/027e2ac0-0872-46e5-993e-a8e14a73194a,"(55.72860541, 12.4726874)","Septembervej 14, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,85, 2,85,Vandskyllende toilet i enheden,3, 2,-
46, Onsbjerg Alle 27 2860 Søborg ,3400000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/104974/38E79C7D-FD48-414E-B5C4-09D2C7C1673F,https://www.boliga.dk//bbrinfo/38e79c7d-fd48-414e-b5c4-09d2c7c1673f,"(55.72158558, 12.46654657)","Onsbjerg Alle 27, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,3, 1,-
47," Gyngemose Parkvej 8B, st. th 2860 Søborg ",789500.0,2022-01-02, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/159/183466/6D5C1C33-0AF9-42C4-A2C8-F903D73D00C2,https://www.boliga.dk//bbrinfo/6d5c1c33-0af9-42c4-a2c8-f903d73d00c2,"(55.72480079, 12.47357051)","Gyngemose Parkvej 8B, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
48," Gyngemose Parkvej 8B, st. th 2860 Søborg ",2050000.0,2015-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/183466/6D5C1C33-0AF9-42C4-A2C8-F903D73D00C2,https://www.boliga.dk//bbrinfo/6d5c1c33-0af9-42c4-a2c8-f903d73d00c2,"(55.72480079, 12.47357051)","Gyngemose Parkvej 8B, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
49," Kildebakkegårds Alle 139, st. th 2860 Søborg ",2210000.0,2022-03-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
50," Kildebakkegårds Alle 139, st. th 2860 Søborg ",2225000.0,2021-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
51," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1750000.0,2021-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
52," Kildebakkegårds Alle 139, st. th 2860 Søborg ",2000000.0,2021-02-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
53," Kildebakkegårds Alle 139, st. th 2860 Søborg ",2350000.0,2021-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
54," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1895000.0,2019-06-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
55," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1825000.0,2018-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
56," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1799000.0,2017-03-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
57," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1100000.0,2014-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
58," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1315000.0,2013-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
59," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1100000.0,2008-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
60," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1425000.0,2008-04-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
61," Kildebakkegårds Alle 139, st. th 2860 Søborg ",1360000.0,2007-07-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/DA7A3843-2D2D-420B-A725-748EFE711495,https://www.boliga.dk//bbrinfo/da7a3843-2d2d-420b-a725-748efe711495,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
81," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",2210000.0,2022-03-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
82," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",2225000.0,2021-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
83," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",1750000.0,2021-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
84," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",2000000.0,2021-02-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
85," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",2350000.0,2021-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
86," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",1895000.0,2019-06-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
87," Kildebakkegårds Alle 139, 1. tv 2860 Søborg ",1825000.0,2018-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/159/68412/EC0431CE-E7D5-47A6-BC66-8933096D703C,https://www.boliga.dk//bbrinfo/ec0431ce-e7d5-47a6-bc66-8933096d703c,"(55.74202742, 12.50478314)","Kildebakkegårds Alle 139, 1. th, 2860 Søborg",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,3, 1,-
