,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
13," Tværbommen 45, 2. tv 2820 Gentofte ",2350000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/214217/A441B86D-A598-4DA3-8DD8-0CB568C4D4D1,https://www.boliga.dk//bbrinfo/a441b86d-a598-4da3-8dd8-0cb568c4d4d1,"(55.75160789, 12.52034737)","Tværbommen 45, 3., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,3, 1,-
14," Skjoldagervej 90, 1. tv 2820 Gentofte ",1020000.0,2022-06-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/165402/D74DE73D-12DC-44AB-B5D9-21E2944155F1,https://www.boliga.dk//bbrinfo/d74de73d-12dc-44ab-b5d9-21e2944155f1,"(55.7611527, 12.52779796)","Skjoldagervej 90, 1. th, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,72, 1,72,Vandskyllende toilet i enheden,3, 1,-
17," C L Ibsens Vej 26, st 2820 Gentofte ",7225000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/67F2926C-7437-4F30-9321-5F0761409084,https://www.boliga.dk//bbrinfo/67f2926c-7437-4f30-9321-5f0761409084,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
18," C L Ibsens Vej 26, st 2820 Gentofte ",1887500.0,2020-12-09, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/29789/67F2926C-7437-4F30-9321-5F0761409084,https://www.boliga.dk//bbrinfo/67f2926c-7437-4f30-9321-5f0761409084,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
19," C L Ibsens Vej 26, st 2820 Gentofte ",4900000.0,2019-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/67F2926C-7437-4F30-9321-5F0761409084,https://www.boliga.dk//bbrinfo/67f2926c-7437-4f30-9321-5f0761409084,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
20," C L Ibsens Vej 26, st 2820 Gentofte ",3351000.0,2010-09-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/67F2926C-7437-4F30-9321-5F0761409084,https://www.boliga.dk//bbrinfo/67f2926c-7437-4f30-9321-5f0761409084,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
21," C L Ibsens Vej 26, st 2820 Gentofte ",3800000.0,2007-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/67F2926C-7437-4F30-9321-5F0761409084,https://www.boliga.dk//bbrinfo/67f2926c-7437-4f30-9321-5f0761409084,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
27," C L Ibsens Vej 26, 1 2820 Gentofte ",7225000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/7EE716BC-60B3-4374-AE8D-077615CFDF4E,https://www.boliga.dk//bbrinfo/7ee716bc-60b3-4374-ae8d-077615cfdf4e,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
28," C L Ibsens Vej 26, 1 2820 Gentofte ",1887500.0,2020-12-09, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/29789/7EE716BC-60B3-4374-AE8D-077615CFDF4E,https://www.boliga.dk//bbrinfo/7ee716bc-60b3-4374-ae8d-077615cfdf4e,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
29," C L Ibsens Vej 26, 1 2820 Gentofte ",4900000.0,2019-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/7EE716BC-60B3-4374-AE8D-077615CFDF4E,https://www.boliga.dk//bbrinfo/7ee716bc-60b3-4374-ae8d-077615cfdf4e,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
30," C L Ibsens Vej 26, 1 2820 Gentofte ",3351000.0,2010-09-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/7EE716BC-60B3-4374-AE8D-077615CFDF4E,https://www.boliga.dk//bbrinfo/7ee716bc-60b3-4374-ae8d-077615cfdf4e,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
31," C L Ibsens Vej 26, 1 2820 Gentofte ",3800000.0,2007-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/29789/7EE716BC-60B3-4374-AE8D-077615CFDF4E,https://www.boliga.dk//bbrinfo/7ee716bc-60b3-4374-ae8d-077615cfdf4e,"(55.75468037, 12.53808671)","C L Ibsens Vej 26, 1., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,115, 1,115,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
37, Søndersøvej 2 2820 Gentofte ,5250000.0,2022-01-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/202774/438C68F5-67BE-4FEF-829A-D5C02B924C2A,https://www.boliga.dk//bbrinfo/438c68f5-67be-4fef-829a-d5c02b924c2a,"(55.76089109, 12.54294866)","Søndersøvej 2, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,180, 1,180,Vandskyllende toilet i enheden,6, 2,-
38, Søndersøvej 2 2820 Gentofte ,5600000.0,2012-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/202774/438C68F5-67BE-4FEF-829A-D5C02B924C2A,https://www.boliga.dk//bbrinfo/438c68f5-67be-4fef-829a-d5c02b924c2a,"(55.76089109, 12.54294866)","Søndersøvej 2, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,180, 1,180,Vandskyllende toilet i enheden,6, 2,-
40," Ericavej 163, st. 104 2820 Gentofte ",1695000.0,2022-03-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/54716/CD269020-008A-4EBC-AB4C-7F583BF2E06E,https://www.boliga.dk//bbrinfo/cd269020-008a-4ebc-ab4c-7f583bf2e06e,"(55.74553857, 12.50715296)","Ericavej 163, 1. 201, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
41," Ericavej 163, st. 104 2820 Gentofte ",1285000.0,2019-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/54716/CD269020-008A-4EBC-AB4C-7F583BF2E06E,https://www.boliga.dk//bbrinfo/cd269020-008a-4ebc-ab4c-7f583bf2e06e,"(55.74553857, 12.50715296)","Ericavej 163, 1. 201, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
42," Ericavej 163, st. 104 2820 Gentofte ",795000.0,2014-11-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/54716/CD269020-008A-4EBC-AB4C-7F583BF2E06E,https://www.boliga.dk//bbrinfo/cd269020-008a-4ebc-ab4c-7f583bf2e06e,"(55.74553857, 12.50715296)","Ericavej 163, 1. 201, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
43," Ericavej 163, st. 104 2820 Gentofte ",463500.0,2008-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/54716/CD269020-008A-4EBC-AB4C-7F583BF2E06E,https://www.boliga.dk//bbrinfo/cd269020-008a-4ebc-ab4c-7f583bf2e06e,"(55.74553857, 12.50715296)","Ericavej 163, 1. 201, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
44," Ericavej 163, st. 104 2820 Gentofte ",1145000.0,2007-04-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/54716/CD269020-008A-4EBC-AB4C-7F583BF2E06E,https://www.boliga.dk//bbrinfo/cd269020-008a-4ebc-ab4c-7f583bf2e06e,"(55.74553857, 12.50715296)","Ericavej 163, 1. 201, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
49," Ellebækvej 60, st. mf 2820 Gentofte ",1960000.0,2022-03-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/45857/CAF6BE1F-ECA4-4920-8711-00E3BAB0CCBE,https://www.boliga.dk//bbrinfo/caf6be1f-eca4-4920-8711-00e3bab0ccbe,"(55.74077143, 12.52505397)","Ellebækvej 60, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
50," Ellebækvej 60, st. mf 2820 Gentofte ",1260000.0,2017-01-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/45857/CAF6BE1F-ECA4-4920-8711-00E3BAB0CCBE,https://www.boliga.dk//bbrinfo/caf6be1f-eca4-4920-8711-00e3bab0ccbe,"(55.74077143, 12.52505397)","Ellebækvej 60, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
51," Ellebækvej 60, st. mf 2820 Gentofte ",955000.0,2014-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/45857/CAF6BE1F-ECA4-4920-8711-00E3BAB0CCBE,https://www.boliga.dk//bbrinfo/caf6be1f-eca4-4920-8711-00e3bab0ccbe,"(55.74077143, 12.52505397)","Ellebækvej 60, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
52," Ellebækvej 60, st. mf 2820 Gentofte ",880000.0,2011-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/45857/CAF6BE1F-ECA4-4920-8711-00E3BAB0CCBE,https://www.boliga.dk//bbrinfo/caf6be1f-eca4-4920-8711-00e3bab0ccbe,"(55.74077143, 12.52505397)","Ellebækvej 60, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
55, Bregnevej 9 2820 Gentofte ,11600000.0,2022-03-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/18396/E8A50B8E-ADF5-4981-AF6B-90E7F11A58D6,https://www.boliga.dk//bbrinfo/e8a50b8e-adf5-4981-af6b-90e7f11a58d6,"(55.74504033, 12.54238401)","Bregnevej 9, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,180, 1,180,Vandskyllende toilet i enheden,6, 2,-
56," Jægersborgvej 126, 1. tv 2820 Gentofte ",2900000.0,2022-03-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/103784/0F76A372-4184-4B45-A841-D4C220198D47,https://www.boliga.dk//bbrinfo/0f76a372-4184-4b45-a841-d4c220198d47,"(55.76258236, 12.52183527)","Jægersborgvej 126, 1. th, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,5, 1,-
57," Jægersborgvej 126, 1. tv 2820 Gentofte ",1450000.0,2009-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/103784/0F76A372-4184-4B45-A841-D4C220198D47,https://www.boliga.dk//bbrinfo/0f76a372-4184-4b45-a841-d4c220198d47,"(55.76258236, 12.52183527)","Jægersborgvej 126, 1. th, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,5, 1,-
60, Kildeskovsvej 52 2820 Gentofte ,16300000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/107321/72CDF01B-EA0D-45F8-8CF4-B62F848D6997,https://www.boliga.dk//bbrinfo/72cdf01b-ea0d-45f8-8cf4-b62f848d6997,"(55.74732555, 12.55004293)","Kildeskovsvej 52, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,247, 3,247,Vandskyllende toilet i enheden,8, 3,-
61, Kildeskovsvej 52 2820 Gentofte ,4717500.0,2016-02-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/107321/72CDF01B-EA0D-45F8-8CF4-B62F848D6997,https://www.boliga.dk//bbrinfo/72cdf01b-ea0d-45f8-8cf4-b62f848d6997,"(55.74732555, 12.55004293)","Kildeskovsvej 52, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,247, 3,247,Vandskyllende toilet i enheden,8, 3,-
62, Kildeskovsvej 52 2820 Gentofte ,6700000.0,2010-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/107321/72CDF01B-EA0D-45F8-8CF4-B62F848D6997,https://www.boliga.dk//bbrinfo/72cdf01b-ea0d-45f8-8cf4-b62f848d6997,"(55.74732555, 12.55004293)","Kildeskovsvej 52, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,247, 3,247,Vandskyllende toilet i enheden,8, 3,-
63, Kildeskovsvej 52 2820 Gentofte ,0.0,2010-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/107321/72CDF01B-EA0D-45F8-8CF4-B62F848D6997,https://www.boliga.dk//bbrinfo/72cdf01b-ea0d-45f8-8cf4-b62f848d6997,"(55.74732555, 12.55004293)","Kildeskovsvej 52, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,247, 3,247,Vandskyllende toilet i enheden,8, 3,-
67," Smakkegårdsvej 179, 1. mf 2820 Gentofte ",2360000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/176145/E74E1249-3AD6-44DD-A684-87FE1E7733B1,https://www.boliga.dk//bbrinfo/e74e1249-3ad6-44dd-a684-87fe1e7733b1,"(55.76144113, 12.52470895)","Smakkegårdsvej 179, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,63, 1,63,Vandskyllende toilet i enheden,2, 1,-
68," Smakkegårdsvej 179, 1. mf 2820 Gentofte ",1195000.0,2019-08-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/176145/E74E1249-3AD6-44DD-A684-87FE1E7733B1,https://www.boliga.dk//bbrinfo/e74e1249-3ad6-44dd-a684-87fe1e7733b1,"(55.76144113, 12.52470895)","Smakkegårdsvej 179, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,63, 1,63,Vandskyllende toilet i enheden,2, 1,-
69," Smakkegårdsvej 179, 1. mf 2820 Gentofte ",650000.0,2009-09-01, Handelstype Auktion,https://www.boliga.dk//salg/info/157/176145/E74E1249-3AD6-44DD-A684-87FE1E7733B1,https://www.boliga.dk//bbrinfo/e74e1249-3ad6-44dd-a684-87fe1e7733b1,"(55.76144113, 12.52470895)","Smakkegårdsvej 179, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,63, 1,63,Vandskyllende toilet i enheden,2, 1,-
70," Smakkegårdsvej 179, 1. mf 2820 Gentofte ",2369281.0,2007-06-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/176145/E74E1249-3AD6-44DD-A684-87FE1E7733B1,https://www.boliga.dk//bbrinfo/e74e1249-3ad6-44dd-a684-87fe1e7733b1,"(55.76144113, 12.52470895)","Smakkegårdsvej 179, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,63, 1,63,Vandskyllende toilet i enheden,2, 1,-
71," Smakkegårdsvej 179, 1. mf 2820 Gentofte ",1895425.0,2007-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/176145/E74E1249-3AD6-44DD-A684-87FE1E7733B1,https://www.boliga.dk//bbrinfo/e74e1249-3ad6-44dd-a684-87fe1e7733b1,"(55.76144113, 12.52470895)","Smakkegårdsvej 179, 1. mf, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,63, 1,63,Vandskyllende toilet i enheden,2, 1,-
73," Tværbommen 45, st. tv 2820 Gentofte ",2500000.0,2022-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/214179/CD86BB73-5FD7-4B12-9F1A-3B6B81B497E7,https://www.boliga.dk//bbrinfo/cd86bb73-5fd7-4b12-9f1a-3b6b81b497e7,"(55.75160789, 12.52034737)","Tværbommen 45, 3., 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,3, 1,-
74, Garderhøjvej 17 2820 Gentofte ,3000000.0,2022-04-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/157/70223/A3A6694D-8A03-4178-B1D8-D794BAB20ADE,https://www.boliga.dk//bbrinfo/a3a6694d-8a03-4178-b1d8-d794bab20ade,"(55.76707325, 12.52850595)","Garderhøjvej 17, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,152, 1,152,Vandskyllende toilet i enheden,5, 2,-
75, Garderhøjvej 17 2820 Gentofte ,4050000.0,2008-07-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/70223/A3A6694D-8A03-4178-B1D8-D794BAB20ADE,https://www.boliga.dk//bbrinfo/a3a6694d-8a03-4178-b1d8-d794bab20ade,"(55.76707325, 12.52850595)","Garderhøjvej 17, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,152, 1,152,Vandskyllende toilet i enheden,5, 2,-
76," Snogegårdsvej 6, st. tv 2820 Gentofte ",1800000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/157/177680/3B0014E9-C249-4B1B-8293-D07BA388C546,https://www.boliga.dk//bbrinfo/3b0014e9-c249-4b1b-8293-d07ba388c546,"(55.74974837, 12.5173672)","Snogegårdsvej 6, 1. th, 2820 Gentofte",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
