,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Nørre Voldgade 24, 3. th 1358 København K ",4650000.0,2022-03-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/2430/410E6B81-D457-427F-B07D-634ADEA21E9B,https://www.boliga.dk//bbrinfo/410e6b81-d457-427f-b07d-634adea21e9b,"(55.6801768, 12.56811622)","Nørre Voldgade 24, 6., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
1," Nørre Voldgade 24, 3. th 1358 København K ",3700000.0,2021-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/2430/410E6B81-D457-427F-B07D-634ADEA21E9B,https://www.boliga.dk//bbrinfo/410e6b81-d457-427f-b07d-634adea21e9b,"(55.6801768, 12.56811622)","Nørre Voldgade 24, 6., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
2," Nørre Voldgade 24, 3. th 1358 København K ",1540000.0,2018-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/2430/410E6B81-D457-427F-B07D-634ADEA21E9B,https://www.boliga.dk//bbrinfo/410e6b81-d457-427f-b07d-634adea21e9b,"(55.6801768, 12.56811622)","Nørre Voldgade 24, 6., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
3," Nørre Voldgade 24, 3. th 1358 København K ",3495000.0,2015-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/2430/410E6B81-D457-427F-B07D-634ADEA21E9B,https://www.boliga.dk//bbrinfo/410e6b81-d457-427f-b07d-634adea21e9b,"(55.6801768, 12.56811622)","Nørre Voldgade 24, 6., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
4," Nørre Voldgade 24, 3. th 1358 København K ",3200000.0,2007-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/2430/410E6B81-D457-427F-B07D-634ADEA21E9B,https://www.boliga.dk//bbrinfo/410e6b81-d457-427f-b07d-634adea21e9b,"(55.6801768, 12.56811622)","Nørre Voldgade 24, 6., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
5," Nørre Voldgade 48A, 2. th 1358 København K ",7200000.0,2022-03-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/16656/85A71B85-11DB-4CFB-8A1B-0A0A8F10AA23,https://www.boliga.dk//bbrinfo/85a71b85-11db-4cfb-8a1b-0a0a8f10aa23,"(55.68139151, 12.56973469)","Nørre Voldgade 48A, 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,3, 1,-
6," Nørre Voldgade 48A, 2. th 1358 København K ",4444720.0,2014-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/16656/85A71B85-11DB-4CFB-8A1B-0A0A8F10AA23,https://www.boliga.dk//bbrinfo/85a71b85-11db-4cfb-8a1b-0a0a8f10aa23,"(55.68139151, 12.56973469)","Nørre Voldgade 48A, 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,3, 1,-
7," Nørre Voldgade 10, 3 1358 København K ",7000000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/964167/B3928AEB-6068-4ECC-9638-04EE0BA251DE,https://www.boliga.dk//bbrinfo/b3928aeb-6068-4ecc-9638-04ee0ba251de,"(55.67925543, 12.56687659)","Nørre Voldgade 10, 1., 1358 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,181, 1,181,Vandskyllende toilet i enheden,6, 1,-
8," Øster Voldgade 32, st. tv 1350 København K ",1800000.0,2022-02-10, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/757099/EB298CB8-0196-4BB1-8D09-107AC23D3B9E,https://www.boliga.dk//bbrinfo/eb298cb8-0196-4bb1-8d09-107ac23d3b9e,"(55.68973798, 12.58405056)","Øster Voldgade 32, 1350 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,3, 1,-
9," Øster Voldgade 32, st. tv 1350 København K ",3595000.0,2021-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/757099/EB298CB8-0196-4BB1-8D09-107AC23D3B9E,https://www.boliga.dk//bbrinfo/eb298cb8-0196-4bb1-8d09-107ac23d3b9e,"(55.68973798, 12.58405056)","Øster Voldgade 32, 1350 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,3, 1,-
10," Øster Voldgade 32, st. tv 1350 København K ",975000.0,2012-10-10, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/757099/EB298CB8-0196-4BB1-8D09-107AC23D3B9E,https://www.boliga.dk//bbrinfo/eb298cb8-0196-4bb1-8d09-107ac23d3b9e,"(55.68973798, 12.58405056)","Øster Voldgade 32, 1350 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,3, 1,-
