,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Schlegels Alle 1, st. th 1807 Frederiksberg C ",2995000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/111134/257F8C84-FC2F-4AA5-8D72-8FC1BA3E6F45,https://www.boliga.dk//bbrinfo/257f8c84-fc2f-4aa5-8d72-8fc1ba3e6f45,"(55.67092818, 12.53307481)","Schlegels Alle 1, 1., 1807 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,2, 1,-
1," Schlegels Alle 1, st. th 1807 Frederiksberg C ",1250000.0,2021-06-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/111134/257F8C84-FC2F-4AA5-8D72-8FC1BA3E6F45,https://www.boliga.dk//bbrinfo/257f8c84-fc2f-4aa5-8d72-8fc1ba3e6f45,"(55.67092818, 12.53307481)","Schlegels Alle 1, 1., 1807 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,2, 1,-
2," Schlegels Alle 1, st. th 1807 Frederiksberg C ",1950000.0,2019-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/111134/257F8C84-FC2F-4AA5-8D72-8FC1BA3E6F45,https://www.boliga.dk//bbrinfo/257f8c84-fc2f-4aa5-8d72-8fc1ba3e6f45,"(55.67092818, 12.53307481)","Schlegels Alle 1, 1., 1807 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,2, 1,-
4," Vesterbrogade 178, 5. th 1800 Frederiksberg C ",6800000.0,2022-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/128967/F60A7378-61AD-468D-941E-95F6AB22ED4C,https://www.boliga.dk//bbrinfo/f60a7378-61ad-468d-941e-95f6ab22ed4c,"(55.67056545, 12.5363687)","Vesterbrogade 178, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,94, 1,94,Vandskyllende toilet i enheden,3, 1,-
5," Vesterbrogade 178, 5. th 1800 Frederiksberg C ",4700000.0,2016-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/128967/F60A7378-61AD-468D-941E-95F6AB22ED4C,https://www.boliga.dk//bbrinfo/f60a7378-61ad-468d-941e-95f6ab22ed4c,"(55.67056545, 12.5363687)","Vesterbrogade 178, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,94, 1,94,Vandskyllende toilet i enheden,3, 1,-
6," Vesterbrogade 178, 5. th 1800 Frederiksberg C ",3158000.0,2010-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/128967/F60A7378-61AD-468D-941E-95F6AB22ED4C,https://www.boliga.dk//bbrinfo/f60a7378-61ad-468d-941e-95f6ab22ed4c,"(55.67056545, 12.5363687)","Vesterbrogade 178, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,94, 1,94,Vandskyllende toilet i enheden,3, 1,-
9," Rahbeks Alle 6, 1. tv 1801 Frederiksberg C ",1360000.0,2022-01-03, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/96410/431AB564-E265-45DC-954A-93C5E82704CC,https://www.boliga.dk//bbrinfo/431ab564-e265-45dc-954a-93c5e82704cc,"(55.66986622, 12.53520381)","Rahbeks Alle 6, 1801 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
10," Vesterbrogade 165, 1. tv 1800 Frederiksberg C ",5670000.0,2021-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/138385/BD3EF1EE-C358-4FF5-974C-EAA822E6882C,https://www.boliga.dk//bbrinfo/bd3ef1ee-c358-4ff5-974c-eaa822e6882c,"(55.67031742, 12.53648853)","Vesterbrogade 165, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,4, 1,-
11," Vesterbrogade 165, 1. tv 1800 Frederiksberg C ",1025000.0,2017-06-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/138385/BD3EF1EE-C358-4FF5-974C-EAA822E6882C,https://www.boliga.dk//bbrinfo/bd3ef1ee-c358-4ff5-974c-eaa822e6882c,"(55.67031742, 12.53648853)","Vesterbrogade 165, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,4, 1,-
12," Vesterbrogade 165, 1. tv 1800 Frederiksberg C ",3825000.0,2015-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/138385/BD3EF1EE-C358-4FF5-974C-EAA822E6882C,https://www.boliga.dk//bbrinfo/bd3ef1ee-c358-4ff5-974c-eaa822e6882c,"(55.67031742, 12.53648853)","Vesterbrogade 165, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,4, 1,-
13," Vesterbrogade 165, 1. tv 1800 Frederiksberg C ",3140000.0,2014-09-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/138385/BD3EF1EE-C358-4FF5-974C-EAA822E6882C,https://www.boliga.dk//bbrinfo/bd3ef1ee-c358-4ff5-974c-eaa822e6882c,"(55.67031742, 12.53648853)","Vesterbrogade 165, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,4, 1,-
15," Jacobys Alle 6, st. th 1806 Frederiksberg C ",4600000.0,2021-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/63016/0170042F-F747-4E33-8F91-9ECB44055B81,https://www.boliga.dk//bbrinfo/0170042f-f747-4e33-8f91-9ecb44055b81,"(55.67219559, 12.53223436)","Jacobys Alle 6, 1. th, 1806 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
16," Jacobys Alle 6, st. th 1806 Frederiksberg C ",2250000.0,2015-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/63016/0170042F-F747-4E33-8F91-9ECB44055B81,https://www.boliga.dk//bbrinfo/0170042f-f747-4e33-8f91-9ecb44055b81,"(55.67219559, 12.53223436)","Jacobys Alle 6, 1. th, 1806 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
17," Jacobys Alle 6, st. th 1806 Frederiksberg C ",1750000.0,2009-04-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/63016/0170042F-F747-4E33-8F91-9ECB44055B81,https://www.boliga.dk//bbrinfo/0170042f-f747-4e33-8f91-9ecb44055b81,"(55.67219559, 12.53223436)","Jacobys Alle 6, 1. th, 1806 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
21," Vesterbrogade 192, 3. 11 1800 Frederiksberg C ",3812500.0,2021-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/193513/565B331D-8FA7-4A0C-A2BD-7E347CA47A4F,https://www.boliga.dk//bbrinfo/565b331d-8fa7-4a0c-a2bd-7e347ca47a4f,"(55.67074486, 12.53420681)","Vesterbrogade 192, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,83, 1,83,Vandskyllende toilet i enheden,3, 1,-
22," Vesterbrogade 192, 3. 11 1800 Frederiksberg C ",2995000.0,2017-01-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/193513/565B331D-8FA7-4A0C-A2BD-7E347CA47A4F,https://www.boliga.dk//bbrinfo/565b331d-8fa7-4a0c-a2bd-7e347ca47a4f,"(55.67074486, 12.53420681)","Vesterbrogade 192, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,83, 1,83,Vandskyllende toilet i enheden,3, 1,-
23," Vesterbrogade 192, 3. 11 1800 Frederiksberg C ",1085750.0,2014-03-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/147/193513/565B331D-8FA7-4A0C-A2BD-7E347CA47A4F,https://www.boliga.dk//bbrinfo/565b331d-8fa7-4a0c-a2bd-7e347ca47a4f,"(55.67074486, 12.53420681)","Vesterbrogade 192, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,83, 1,83,Vandskyllende toilet i enheden,3, 1,-
24," Vesterbrogade 167, 3 1800 Frederiksberg C ",7150000.0,2021-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/138512/DB19CFCB-6EA4-440E-9103-FF8C5AD8FE30,https://www.boliga.dk//bbrinfo/db19cfcb-6ea4-440e-9103-ff8c5ad8fe30,"(55.67034396, 12.53613582)","Vesterbrogade 167, 1800 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,110, 1,110,Vandskyllende toilet i enheden,4, 1,-
