,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Rosenborggade 9, 2 1130 København K ",5200000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787206/6676A31F-E151-42C8-8530-15ACB7346667,https://www.boliga.dk//bbrinfo/6676a31f-e151-42c8-8530-15acb7346667,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,4, 1,-
1," Rosenborggade 9, 2 1130 København K ",2600000.0,2009-09-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787206/6676A31F-E151-42C8-8530-15ACB7346667,https://www.boliga.dk//bbrinfo/6676a31f-e151-42c8-8530-15acb7346667,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,4, 1,-
6," Rosenborggade 12, 3. mf 1130 København K ",586500.0,2021-07-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/991075/CE091260-A754-411C-803F-297C1BCE8139,https://www.boliga.dk//bbrinfo/ce091260-a754-411c-803f-297c1bce8139,"(55.6836319, 12.5745039)","Rosenborggade 12, 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Adgang til badeværelse,57, 0,57,Vandskyllende toilet i enheden,3, 1,-
7," Tornebuskegade 1, 3. th 1131 København K ",1700000.0,2021-09-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/787281/4BE65150-8900-4485-A229-27428D295A7E,https://www.boliga.dk//bbrinfo/4be65150-8900-4485-a229-27428d295a7e,"(55.6837297, 12.57415935)","Tornebuskegade 1, 1., 1131 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,3, 1,-
8," Tornebuskegade 1, 3. th 1131 København K ",3698000.0,2013-11-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787281/4BE65150-8900-4485-A229-27428D295A7E,https://www.boliga.dk//bbrinfo/4be65150-8900-4485-a229-27428d295a7e,"(55.6837297, 12.57415935)","Tornebuskegade 1, 1., 1131 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,3, 1,-
9," Rosenborggade 9, 3 1130 København K ",5000000.0,2021-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787214/B17C71B1-4D5F-41C7-81AC-DC137DD71637,https://www.boliga.dk//bbrinfo/b17c71b1-4d5f-41c7-81ac-dc137dd71637,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
10," Rosenborggade 9, 3 1130 København K ",4100000.0,2017-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787214/B17C71B1-4D5F-41C7-81AC-DC137DD71637,https://www.boliga.dk//bbrinfo/b17c71b1-4d5f-41c7-81ac-dc137dd71637,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
11," Rosenborggade 9, 3 1130 København K ",1657500.0,2015-01-05, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/787214/B17C71B1-4D5F-41C7-81AC-DC137DD71637,https://www.boliga.dk//bbrinfo/b17c71b1-4d5f-41c7-81ac-dc137dd71637,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
12," Rosenborggade 9, 3 1130 København K ",2650000.0,2010-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/787214/B17C71B1-4D5F-41C7-81AC-DC137DD71637,https://www.boliga.dk//bbrinfo/b17c71b1-4d5f-41c7-81ac-dc137dd71637,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
13," Rosenborggade 9, 3 1130 København K ",1915000.0,2007-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/787214/B17C71B1-4D5F-41C7-81AC-DC137DD71637,https://www.boliga.dk//bbrinfo/b17c71b1-4d5f-41c7-81ac-dc137dd71637,"(55.68366247, 12.57414)","Rosenborggade 9, 1., 1130 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
