,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Badstuestræde 9, 2. 2 1209 København K ",5865000.0,2022-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/864650/34DC28FF-ACBB-48E4-9BAA-462F7405384C,https://www.boliga.dk//bbrinfo/34dc28ff-acbb-48e4-9baa-462f7405384c,"(55.67807661, 12.57540387)","Badstuestræde 9, 1209 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
1," Badstuestræde 9, 2. 2 1209 København K ",4800000.0,2021-05-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/864650/34DC28FF-ACBB-48E4-9BAA-462F7405384C,https://www.boliga.dk//bbrinfo/34dc28ff-acbb-48e4-9baa-462f7405384c,"(55.67807661, 12.57540387)","Badstuestræde 9, 1209 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,3, 1,-
3," Snaregade 6, 1. tv 1205 København K ",2450000.0,2022-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/770494/0CD01975-EED3-437F-935E-3826757B3366,https://www.boliga.dk//bbrinfo/0cd01975-eed3-437f-935e-3826757b3366,"(55.6772359, 12.57676579)","Snaregade 6, 1205 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,79, 1,79,Vandskyllende toilet i enheden,3, 1,-
4," Snaregade 6, 1. tv 1205 København K ",3298000.0,2016-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/770494/0CD01975-EED3-437F-935E-3826757B3366,https://www.boliga.dk//bbrinfo/0cd01975-eed3-437f-935e-3826757b3366,"(55.6772359, 12.57676579)","Snaregade 6, 1205 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,79, 1,79,Vandskyllende toilet i enheden,3, 1,-
6," Snaregade 5, 2. th 1205 København K ",2095000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/511189/AFD3F76E-339E-4FFA-81EB-8CC04927EEA2,https://www.boliga.dk//bbrinfo/afd3f76e-339e-4ffa-81eb-8cc04927eea2,"(55.67693322, 12.57651965)","Snaregade 5, 1205 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,38, 1,38,Vandskyllende toilet i enheden,1, 1,230 V el fra værk
8," Magstræde 9, 1 1204 København K ",3845000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/363465/973C20B8-4B53-4042-A871-53C21F1C6A80,https://www.boliga.dk//bbrinfo/973c20b8-4b53-4042-a871-53c21f1c6a80,"(55.67641388, 12.57574787)","Magstræde 9, 1204 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
9," Magstræde 9, 1 1204 København K ",2175000.0,2007-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/363465/973C20B8-4B53-4042-A871-53C21F1C6A80,https://www.boliga.dk//bbrinfo/973c20b8-4b53-4042-a871-53c21f1c6a80,"(55.67641388, 12.57574787)","Magstræde 9, 1204 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,50, 1,50,Vandskyllende toilet i enheden,2, 1,-
14," Badstuestræde 11, 3. th 1209 København K ",5350000.0,2022-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/864847/5C8B9163-BC8F-4987-9EA4-90AA75087DC3,https://www.boliga.dk//bbrinfo/5c8b9163-bc8f-4987-9ea4-90aa75087dc3,"(55.67794705, 12.57561308)","Badstuestræde 11, 1209 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,2, 1,-
15," Badstuestræde 11, 3. th 1209 København K ",4025000.0,2018-02-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/864847/5C8B9163-BC8F-4987-9EA4-90AA75087DC3,https://www.boliga.dk//bbrinfo/5c8b9163-bc8f-4987-9ea4-90aa75087dc3,"(55.67794705, 12.57561308)","Badstuestræde 11, 1209 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,2, 1,-
16," Badstuestræde 11, 3. th 1209 København K ",3695000.0,2015-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/864847/5C8B9163-BC8F-4987-9EA4-90AA75087DC3,https://www.boliga.dk//bbrinfo/5c8b9163-bc8f-4987-9ea4-90aa75087dc3,"(55.67794705, 12.57561308)","Badstuestræde 11, 1209 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,2, 1,-
