,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," H.C. Andersens Boulevard 40A, 5. th 1553 København V ",2050000.0,2022-02-10, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/726550/AA8F80B7-416D-4E7B-9D61-3489B69ABB10,https://www.boliga.dk//bbrinfo/aa8f80b7-416d-4e7b-9d61-3489b69abb10,"(55.67179752, 12.57486825)","H.C. Andersens Boulevard 40A, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
1," H.C. Andersens Boulevard 40A, 5. th 1553 København V ",2050000.0,2021-08-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/726550/AA8F80B7-416D-4E7B-9D61-3489B69ABB10,https://www.boliga.dk//bbrinfo/aa8f80b7-416d-4e7b-9d61-3489b69abb10,"(55.67179752, 12.57486825)","H.C. Andersens Boulevard 40A, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
2," H.C. Andersens Boulevard 40A, 5. th 1553 København V ",5772500.0,2020-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/726550/AA8F80B7-416D-4E7B-9D61-3489B69ABB10,https://www.boliga.dk//bbrinfo/aa8f80b7-416d-4e7b-9d61-3489b69abb10,"(55.67179752, 12.57486825)","H.C. Andersens Boulevard 40A, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
3," H.C. Andersens Boulevard 40A, 5. th 1553 København V ",3000000.0,2017-01-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/726550/AA8F80B7-416D-4E7B-9D61-3489B69ABB10,https://www.boliga.dk//bbrinfo/aa8f80b7-416d-4e7b-9d61-3489b69abb10,"(55.67179752, 12.57486825)","H.C. Andersens Boulevard 40A, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
4," H.C. Andersens Boulevard 40A, 5. th 1553 København V ",3500000.0,2012-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/726550/AA8F80B7-416D-4E7B-9D61-3489B69ABB10,https://www.boliga.dk//bbrinfo/aa8f80b7-416d-4e7b-9d61-3489b69abb10,"(55.67179752, 12.57486825)","H.C. Andersens Boulevard 40A, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
6," H.C. Andersens Boulevard 40, 1. th 1553 København V ",6550000.0,2021-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/629350/4C93F4A5-4BCC-4ABD-87CF-FC38CB9D6706,https://www.boliga.dk//bbrinfo/4c93f4a5-4bcc-4abd-87cf-fc38cb9d6706,"(55.67186782, 12.57494276)","H.C. Andersens Boulevard 40, st., 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,147, 1,147,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
8," H.C. Andersens Boulevard 51, 1. tv 1553 København V ",15500000.0,2021-11-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/24741/509D4877-A96E-4923-BDCC-A556CF5474A3,https://www.boliga.dk//bbrinfo/509d4877-a96e-4923-bdcc-a556cf5474a3,"(55.67159652, 12.57688853)","H.C. Andersens Boulevard 51, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,352, 1,352,Vandskyllende toilet i enheden,10, 2,-
9," H.C. Andersens Boulevard 51, 1. tv 1553 København V ",8650000.0,2019-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/24741/509D4877-A96E-4923-BDCC-A556CF5474A3,https://www.boliga.dk//bbrinfo/509d4877-a96e-4923-bdcc-a556cf5474a3,"(55.67159652, 12.57688853)","H.C. Andersens Boulevard 51, 1553 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,352, 1,352,Vandskyllende toilet i enheden,10, 2,-
10," Vester Voldgade 4, 2 1552 København V ",8821000.0,2021-09-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/852245/1FAA1F33-B586-4F37-BE94-8F3C3776A3F8,https://www.boliga.dk//bbrinfo/1faa1f33-b586-4f37-be94-8f3c3776a3f8,"(55.67808487, 12.56645963)","Vester Voldgade 4, 4., 1552 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,169, 1,169,Vandskyllende toilet i enheden,3, 1,-
11," Vester Voldgade 4, 2 1552 København V ",5975000.0,2015-08-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/852245/1FAA1F33-B586-4F37-BE94-8F3C3776A3F8,https://www.boliga.dk//bbrinfo/1faa1f33-b586-4f37-be94-8f3c3776a3f8,"(55.67808487, 12.56645963)","Vester Voldgade 4, 4., 1552 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,169, 1,169,Vandskyllende toilet i enheden,3, 1,-
