,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Enghavevej 13, 3. tv 1674 København V ",2450000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/122522/21D4D688-FF8C-443C-BD89-427C04F48192,https://www.boliga.dk//bbrinfo/21d4d688-ff8c-443c-bd89-427c04f48192,"(55.67083168, 12.54631858)","Enghavevej 13, 1. th, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,46, 0,46,Vandskyllende toilet i enheden,2, 1,-
1," Enghavevej 13, 3. tv 1674 København V ",1200000.0,2007-12-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/122522/21D4D688-FF8C-443C-BD89-427C04F48192,https://www.boliga.dk//bbrinfo/21d4d688-ff8c-443c-bd89-427c04f48192,"(55.67083168, 12.54631858)","Enghavevej 13, 1. th, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,46, 0,46,Vandskyllende toilet i enheden,2, 1,-
9," Enghavevej 31, 3. 19 1674 København V ",1850000.0,2022-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/832279/B6917BF8-762C-4DBA-AD97-ACB4D229003A,https://www.boliga.dk//bbrinfo/b6917bf8-762c-4dba-ad97-acb4d229003a,"(55.67003396, 12.54590746)","Enghavevej 31, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,46, 1,46,Vandskyllende toilet i enheden,1, 1,-
10," Enghavevej 31, 3. 19 1674 København V ",380000.0,2007-02-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/832279/B6917BF8-762C-4DBA-AD97-ACB4D229003A,https://www.boliga.dk//bbrinfo/b6917bf8-762c-4dba-ad97-acb4d229003a,"(55.67003396, 12.54590746)","Enghavevej 31, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,46, 1,46,Vandskyllende toilet i enheden,1, 1,-
15," Sankelmarksgade 19, st. tv 1676 København V ",2535499.0,2022-03-02, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/101/484017/62CD1ADD-76EA-4C64-9E7F-26A94A15A3B1,https://www.boliga.dk//bbrinfo/62cd1add-76ea-4c64-9e7f-26a94a15a3b1,"(55.66568748, 12.54875014)","Sankelmarksgade 19, 1. th, 1676 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,3, 1,-
16," Sankelmarksgade 19, st. tv 1676 København V ",4005000.0,2017-01-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/484017/62CD1ADD-76EA-4C64-9E7F-26A94A15A3B1,https://www.boliga.dk//bbrinfo/62cd1add-76ea-4c64-9e7f-26a94a15a3b1,"(55.66568748, 12.54875014)","Sankelmarksgade 19, 1. th, 1676 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,3, 1,-
17," Sankelmarksgade 19, st. tv 1676 København V ",2800000.0,2014-08-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/484017/62CD1ADD-76EA-4C64-9E7F-26A94A15A3B1,https://www.boliga.dk//bbrinfo/62cd1add-76ea-4c64-9e7f-26a94a15a3b1,"(55.66568748, 12.54875014)","Sankelmarksgade 19, 1. th, 1676 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,3, 1,-
24," Enghavevej 27, 3. tv 1674 København V ",4295000.0,2022-03-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/123448/8AB8EE71-3DBD-4D90-9D94-68A905859466,https://www.boliga.dk//bbrinfo/8ab8ee71-3dbd-4d90-9d94-68a905859466,"(55.6702935, 12.54612697)","Enghavevej 27, 1. th, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
25," Enghavevej 27, 3. tv 1674 København V ",1450000.0,2010-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/123448/8AB8EE71-3DBD-4D90-9D94-68A905859466,https://www.boliga.dk//bbrinfo/8ab8ee71-3dbd-4d90-9d94-68a905859466,"(55.6702935, 12.54612697)","Enghavevej 27, 1. th, 1674 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
31," Sankelmarksgade 12, 5 1676 København V ",6895000.0,2022-03-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/823270/E533F2DC-4C32-4949-AF5C-68AD91E88F73,https://www.boliga.dk//bbrinfo/e533f2dc-4c32-4949-af5c-68ad91e88f73,"(55.66641347, 12.54823463)","Sankelmarksgade 12, 5., 1676 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
