,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Hvalsøvej 42B, 1. tv 2700 Brønshøj ",529052.0,2022-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/246612/E708DD48-1B28-459E-9F21-067A12D606A7,https://www.boliga.dk//bbrinfo/e708dd48-1b28-459e-9f21-067a12d606a7,"(55.70358508, 12.48851467)","Hvalsøvej 42B, kl., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,58, 1,58,Vandskyllende toilet i enheden,2, 1,-
1," Hvalsøvej 42B, 1. tv 2700 Brønshøj ",1525000.0,2019-11-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/246612/E708DD48-1B28-459E-9F21-067A12D606A7,https://www.boliga.dk//bbrinfo/e708dd48-1b28-459e-9f21-067a12d606a7,"(55.70358508, 12.48851467)","Hvalsøvej 42B, kl., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,58, 1,58,Vandskyllende toilet i enheden,2, 1,-
2," Hvalsøvej 42B, 1. tv 2700 Brønshøj ",1298000.0,2016-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/246612/E708DD48-1B28-459E-9F21-067A12D606A7,https://www.boliga.dk//bbrinfo/e708dd48-1b28-459e-9f21-067a12d606a7,"(55.70358508, 12.48851467)","Hvalsøvej 42B, kl., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,58, 1,58,Vandskyllende toilet i enheden,2, 1,-
9," Højenhald 10, st. th 2700 Brønshøj ",524077.0,2022-02-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/256324/36EBE406-CB7F-4906-A2E0-CD0963A5AE2E,https://www.boliga.dk//bbrinfo/36ebe406-cb7f-4906-a2e0-cd0963a5ae2e,"(55.70497309, 12.50770778)","Højenhald 10, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,48, 0,48,Vandskyllende toilet i enheden,2, 1,-
10," Højenhald 10, st. th 2700 Brønshøj ",1495000.0,2017-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/256324/36EBE406-CB7F-4906-A2E0-CD0963A5AE2E,https://www.boliga.dk//bbrinfo/36ebe406-cb7f-4906-a2e0-cd0963a5ae2e,"(55.70497309, 12.50770778)","Højenhald 10, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,48, 0,48,Vandskyllende toilet i enheden,2, 1,-
11," Højenhald 10, st. th 2700 Brønshøj ",999000.0,2015-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/256324/36EBE406-CB7F-4906-A2E0-CD0963A5AE2E,https://www.boliga.dk//bbrinfo/36ebe406-cb7f-4906-a2e0-cd0963a5ae2e,"(55.70497309, 12.50770778)","Højenhald 10, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,48, 0,48,Vandskyllende toilet i enheden,2, 1,-
12," Højenhald 10, st. th 2700 Brønshøj ",990000.0,2008-07-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/256324/36EBE406-CB7F-4906-A2E0-CD0963A5AE2E,https://www.boliga.dk//bbrinfo/36ebe406-cb7f-4906-a2e0-cd0963a5ae2e,"(55.70497309, 12.50770778)","Højenhald 10, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,48, 0,48,Vandskyllende toilet i enheden,2, 1,-
13," Højenhald 10, st. th 2700 Brønshøj ",841500.0,2007-08-20, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/256324/36EBE406-CB7F-4906-A2E0-CD0963A5AE2E,https://www.boliga.dk//bbrinfo/36ebe406-cb7f-4906-a2e0-cd0963a5ae2e,"(55.70497309, 12.50770778)","Højenhald 10, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,48, 0,48,Vandskyllende toilet i enheden,2, 1,-
17," Åfløjen 36, 1. th 2700 Brønshøj ",2250000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/677362/8162C9E3-C94B-4405-B18E-851E97C6AF70,https://www.boliga.dk//bbrinfo/8162c9e3-c94b-4405-b18e-851e97c6af70,"(55.71565502, 12.45968317)","Åfløjen 36, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,87, 1,87,Vandskyllende toilet i enheden,4, 1,-
19," Frederikssundsvej 390, 1. th 2700 Brønshøj ",2170000.0,2022-03-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/163407/841FFC19-7B3C-4789-AA52-8459DB522E60,https://www.boliga.dk//bbrinfo/841ffc19-7b3c-4789-aa52-8459db522e60,"(55.71577492, 12.46164176)","Frederikssundsvej 390, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
20," Frederikssundsvej 390, 1. th 2700 Brønshøj ",1820000.0,2017-07-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/163407/841FFC19-7B3C-4789-AA52-8459DB522E60,https://www.boliga.dk//bbrinfo/841ffc19-7b3c-4789-aa52-8459db522e60,"(55.71577492, 12.46164176)","Frederikssundsvej 390, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
21," Frederikssundsvej 390, 1. th 2700 Brønshøj ",1540000.0,2015-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/163407/841FFC19-7B3C-4789-AA52-8459DB522E60,https://www.boliga.dk//bbrinfo/841ffc19-7b3c-4789-aa52-8459db522e60,"(55.71577492, 12.46164176)","Frederikssundsvej 390, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
22," Frederikssundsvej 390, 1. th 2700 Brønshøj ",1400000.0,2008-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/163407/841FFC19-7B3C-4789-AA52-8459DB522E60,https://www.boliga.dk//bbrinfo/841ffc19-7b3c-4789-aa52-8459db522e60,"(55.71577492, 12.46164176)","Frederikssundsvej 390, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
23," Frederikssundsvej 390, 1. th 2700 Brønshøj ",1250000.0,2007-01-03, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/163407/841FFC19-7B3C-4789-AA52-8459DB522E60,https://www.boliga.dk//bbrinfo/841ffc19-7b3c-4789-aa52-8459db522e60,"(55.71577492, 12.46164176)","Frederikssundsvej 390, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,70, 1,70,Vandskyllende toilet i enheden,3, 1,-
29, Stenløsevej 109 2700 Brønshøj ,4900000.0,2022-03-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/526402/81656F5C-0C40-4FA6-AED6-E9BF50F63DCA,https://www.boliga.dk//bbrinfo/81656f5c-0c40-4fa6-aed6-e9bf50f63dca,"(55.70774583, 12.46619814)","Stenløsevej 109, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,144, 1,144,Vandskyllende toilet i enheden,5, 1,-
30, Stenløsevej 109 2700 Brønshøj ,3925000.0,2020-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/526402/81656F5C-0C40-4FA6-AED6-E9BF50F63DCA,https://www.boliga.dk//bbrinfo/81656f5c-0c40-4fa6-aed6-e9bf50f63dca,"(55.70774583, 12.46619814)","Stenløsevej 109, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,144, 1,144,Vandskyllende toilet i enheden,5, 1,-
31, Stenløsevej 109 2700 Brønshøj ,275000.0,2019-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/526402/81656F5C-0C40-4FA6-AED6-E9BF50F63DCA,https://www.boliga.dk//bbrinfo/81656f5c-0c40-4fa6-aed6-e9bf50f63dca,"(55.70774583, 12.46619814)","Stenløsevej 109, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,144, 1,144,Vandskyllende toilet i enheden,5, 1,-
32, Stenløsevej 109 2700 Brønshøj ,3000000.0,2014-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/526402/81656F5C-0C40-4FA6-AED6-E9BF50F63DCA,https://www.boliga.dk//bbrinfo/81656f5c-0c40-4fa6-aed6-e9bf50f63dca,"(55.70774583, 12.46619814)","Stenløsevej 109, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,144, 1,144,Vandskyllende toilet i enheden,5, 1,-
33," Åfløjen 20, 2. tv 2700 Brønshøj ",2130000.0,2022-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/676862/9A003C14-B075-472C-A1CA-9718C5D50ABA,https://www.boliga.dk//bbrinfo/9a003c14-b075-472c-a1ca-9718c5d50aba,"(55.71527895, 12.46024272)","Åfløjen 20, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,76, 1,76,Vandskyllende toilet i enheden,3, 1,-
35," Fjenneslevvej 22, 1. th 2700 Brønshøj ",2795000.0,2022-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/140865/D3C222B4-5F8A-4E18-BFEE-21998522D638,https://www.boliga.dk//bbrinfo/d3c222b4-5f8a-4e18-bfee-21998522d638,"(55.70382056, 12.49121411)","Fjenneslevvej 22, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,67, 1,67,Vandskyllende toilet i enheden,3, 1,-
36," Fjenneslevvej 22, 1. th 2700 Brønshøj ",1350000.0,2014-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/140865/D3C222B4-5F8A-4E18-BFEE-21998522D638,https://www.boliga.dk//bbrinfo/d3c222b4-5f8a-4e18-bfee-21998522d638,"(55.70382056, 12.49121411)","Fjenneslevvej 22, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,67, 1,67,Vandskyllende toilet i enheden,3, 1,-
37," Fjenneslevvej 22, 1. th 2700 Brønshøj ",882000.0,2014-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/140865/D3C222B4-5F8A-4E18-BFEE-21998522D638,https://www.boliga.dk//bbrinfo/d3c222b4-5f8a-4e18-bfee-21998522d638,"(55.70382056, 12.49121411)","Fjenneslevvej 22, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,67, 1,67,Vandskyllende toilet i enheden,3, 1,-
38," Frederikssundsvej 331, 1 2700 Brønshøj ",2500000.0,2022-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
39," Frederikssundsvej 331, 1 2700 Brønshøj ",2000000.0,2018-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
40," Frederikssundsvej 331, 1 2700 Brønshøj ",1125000.0,2016-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
41," Frederikssundsvej 331, 1 2700 Brønshøj ",2500000.0,2016-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
42," Frederikssundsvej 331, 1 2700 Brønshøj ",1100000.0,2015-07-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
43," Frederikssundsvej 331, 1 2700 Brønshøj ",840000.0,2015-06-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/6EF09383-CFFE-48A7-8097-139015D7264B,https://www.boliga.dk//bbrinfo/6ef09383-cffe-48a7-8097-139015d7264b,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,4, 1,-
54," Frederikssundsvej 331, 2 2700 Brønshøj ",2500000.0,2022-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
55," Frederikssundsvej 331, 2 2700 Brønshøj ",2000000.0,2018-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
56," Frederikssundsvej 331, 2 2700 Brønshøj ",1125000.0,2016-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
57," Frederikssundsvej 331, 2 2700 Brønshøj ",2500000.0,2016-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
58," Frederikssundsvej 331, 2 2700 Brønshøj ",1100000.0,2015-07-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
59," Frederikssundsvej 331, 2 2700 Brønshøj ",840000.0,2015-06-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/162664/D90616E8-A90D-4F2A-B636-2BEDA6CE66E7,https://www.boliga.dk//bbrinfo/d90616e8-a90d-4f2a-b636-2beda6ce66e7,"(55.71204535, 12.47129507)","Frederikssundsvej 331, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,103, 1,103,Vandskyllende toilet i enheden,3, 1,-
70," Havdrupvej 11, st. th 2700 Brønshøj ",1150000.0,2022-03-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/212238/5B9EC888-B490-4D37-8208-8446B097D78A,https://www.boliga.dk//bbrinfo/5b9ec888-b490-4d37-8208-8446b097d78a,"(55.70432733, 12.49134963)","Havdrupvej 11, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,3, 1,-
71," Havdrupvej 11, st. th 2700 Brønshøj ",1910000.0,2019-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/212238/5B9EC888-B490-4D37-8208-8446B097D78A,https://www.boliga.dk//bbrinfo/5b9ec888-b490-4d37-8208-8446b097d78a,"(55.70432733, 12.49134963)","Havdrupvej 11, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,3, 1,-
79," Torbenfeldtvej 35, 2. tv 2700 Brønshøj ",2300000.0,2022-03-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/575543/D7A93F6B-E28E-4163-9773-F8F21B2C67FD,https://www.boliga.dk//bbrinfo/d7a93f6b-e28e-4163-9773-f8f21b2c67fd,"(55.69675127, 12.499481)","Torbenfeldtvej 35, 3., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
80," Torbenfeldtvej 35, 2. tv 2700 Brønshøj ",920000.0,2010-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/575543/D7A93F6B-E28E-4163-9773-F8F21B2C67FD,https://www.boliga.dk//bbrinfo/d7a93f6b-e28e-4163-9773-f8f21b2c67fd,"(55.69675127, 12.499481)","Torbenfeldtvej 35, 3., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
81," Torbenfeldtvej 35, 2. tv 2700 Brønshøj ",1175000.0,2008-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/575543/D7A93F6B-E28E-4163-9773-F8F21B2C67FD,https://www.boliga.dk//bbrinfo/d7a93f6b-e28e-4163-9773-f8f21b2c67fd,"(55.69675127, 12.499481)","Torbenfeldtvej 35, 3., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
84," Brønshøjvej 15A, 1. th 2700 Brønshøj ",1930000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/78612/87FAEAB5-33F7-423D-B98C-48BA52D8ECCF,https://www.boliga.dk//bbrinfo/87faeab5-33f7-423d-b98c-48ba52d8eccf,"(55.70233623, 12.49825892)","Brønshøjvej 15A, 3., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
85," Brønshøjvej 15A, 1. th 2700 Brønshøj ",1175000.0,2011-03-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/78612/87FAEAB5-33F7-423D-B98C-48BA52D8ECCF,https://www.boliga.dk//bbrinfo/87faeab5-33f7-423d-b98c-48ba52d8eccf,"(55.70233623, 12.49825892)","Brønshøjvej 15A, 3., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
87," Præstekærvej 20, 4. th 2700 Brønshøj ",897000.0,2022-05-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/445178/54AC724B-BB2F-4C61-97BF-A0479C19EAD4,https://www.boliga.dk//bbrinfo/54ac724b-bb2f-4c61-97bf-a0479c19ead4,"(55.70598471, 12.49282199)","Præstekærvej 20, 1. mf, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
88," Præstekærvej 20, 4. th 2700 Brønshøj ",1000000.0,2015-02-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/445178/54AC724B-BB2F-4C61-97BF-A0479C19EAD4,https://www.boliga.dk//bbrinfo/54ac724b-bb2f-4c61-97bf-a0479c19ead4,"(55.70598471, 12.49282199)","Præstekærvej 20, 1. mf, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
89," Præstekærvej 20, 4. th 2700 Brønshøj ",725000.0,2013-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/445178/54AC724B-BB2F-4C61-97BF-A0479C19EAD4,https://www.boliga.dk//bbrinfo/54ac724b-bb2f-4c61-97bf-a0479c19ead4,"(55.70598471, 12.49282199)","Præstekærvej 20, 1. mf, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,56, 1,56,Vandskyllende toilet i enheden,2, 1,-
90," Havdrupvej 20, 2. tv 2700 Brønshøj ",1800000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/212610/9397DF8B-AD88-480C-95A0-0CE9E9945515,https://www.boliga.dk//bbrinfo/9397df8b-ad88-480c-95a0-0ce9e9945515,"(55.70421886, 12.49069044)","Havdrupvej 20, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
91," Havdrupvej 20, 2. tv 2700 Brønshøj ",1225000.0,2016-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/212610/9397DF8B-AD88-480C-95A0-0CE9E9945515,https://www.boliga.dk//bbrinfo/9397df8b-ad88-480c-95a0-0ce9e9945515,"(55.70421886, 12.49069044)","Havdrupvej 20, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
92," Havdrupvej 20, 2. tv 2700 Brønshøj ",715000.0,2014-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/212610/9397DF8B-AD88-480C-95A0-0CE9E9945515,https://www.boliga.dk//bbrinfo/9397df8b-ad88-480c-95a0-0ce9e9945515,"(55.70421886, 12.49069044)","Havdrupvej 20, 1. th, 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,51, 1,51,Vandskyllende toilet i enheden,2, 1,-
93," Ærtevej 5, 3. tv 2700 Brønshøj ",2750000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/948749/F53C8DA5-BED8-4078-8585-6AE6BD818722,https://www.boliga.dk//bbrinfo/f53c8da5-bed8-4078-8585-6ae6bd818722,"(55.70614183, 12.49156352)","Ærtevej 5, st., 2700 Brønshøj",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,79, 1,79,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
