,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Gråbrødretorv 21, 4 1154 København K ",5495000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/193152/947DE99D-F319-48E4-8160-C5161C52037E,https://www.boliga.dk//bbrinfo/947de99d-f319-48e4-8160-c5161c52037e,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,4, 1,-
1," Gråbrødretorv 21, 4 1154 København K ",3550000.0,2019-09-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/193152/947DE99D-F319-48E4-8160-C5161C52037E,https://www.boliga.dk//bbrinfo/947de99d-f319-48e4-8160-c5161c52037e,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,82, 1,82,Vandskyllende toilet i enheden,4, 1,-
4," Gråbrødretorv 4, st. th 1154 København K ",5700000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/873889/B4D75A48-0814-4A8D-810B-789B87C80609,https://www.boliga.dk//bbrinfo/b4d75a48-0814-4a8d-810b-789b87c80609,"(55.68017251, 12.5763256)","Gråbrødretorv 4, 1154 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,2, 1,-
5," Gråbrødretorv 4, st. th 1154 København K ",1966667.0,2020-09-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/873889/B4D75A48-0814-4A8D-810B-789B87C80609,https://www.boliga.dk//bbrinfo/b4d75a48-0814-4a8d-810b-789b87c80609,"(55.68017251, 12.5763256)","Gråbrødretorv 4, 1154 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,2, 1,-
6," Gråbrødretorv 4, st. th 1154 København K ",1291400.0,2015-10-07, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/873889/B4D75A48-0814-4A8D-810B-789B87C80609,https://www.boliga.dk//bbrinfo/b4d75a48-0814-4a8d-810b-789b87c80609,"(55.68017251, 12.5763256)","Gråbrødretorv 4, 1154 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,2, 1,-
7," Gråbrødretorv 4, st. th 1154 København K ",3874200.0,2011-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/873889/B4D75A48-0814-4A8D-810B-789B87C80609,https://www.boliga.dk//bbrinfo/b4d75a48-0814-4a8d-810b-789b87c80609,"(55.68017251, 12.5763256)","Gråbrødretorv 4, 1154 København K",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,2, 1,-
8," Klosterstræde 8, 2 1157 København K ",12500000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/751597/B218355F-8536-400E-9F74-3192EEF62C69,https://www.boliga.dk//bbrinfo/b218355f-8536-400e-9f74-3192eef62c69,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,170, 2,170,Vandskyllende toilet i enheden,5, 2,-
9," Klosterstræde 8, 2 1157 København K ",12250000.0,2020-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/751597/B218355F-8536-400E-9F74-3192EEF62C69,https://www.boliga.dk//bbrinfo/b218355f-8536-400e-9f74-3192eef62c69,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,170, 2,170,Vandskyllende toilet i enheden,5, 2,-
10," Klosterstræde 8, 2 1157 København K ",5100000.0,2016-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/751597/B218355F-8536-400E-9F74-3192EEF62C69,https://www.boliga.dk//bbrinfo/b218355f-8536-400e-9f74-3192eef62c69,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,170, 2,170,Vandskyllende toilet i enheden,5, 2,-
11," Klosterstræde 8, 2 1157 København K ",6000000.0,2011-05-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/751597/B218355F-8536-400E-9F74-3192EEF62C69,https://www.boliga.dk//bbrinfo/b218355f-8536-400e-9f74-3192eef62c69,,nan,,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,170, 2,170,Vandskyllende toilet i enheden,5, 2,-
