,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Rosenørns Alle 36, 5. tv 1970 Frederiksberg C ",5800000.0,2022-03-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104103/9ED4D552-340D-4D1C-9FC9-531721EA876B,https://www.boliga.dk//bbrinfo/9ed4d552-340d-4d1c-9fc9-531721ea876b,"(55.68251913, 12.55085381)","Rosenørns Alle 36, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,4, 1,-
1," Rosenørns Alle 36, 5. tv 1970 Frederiksberg C ",3595000.0,2016-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104103/9ED4D552-340D-4D1C-9FC9-531721EA876B,https://www.boliga.dk//bbrinfo/9ed4d552-340d-4d1c-9fc9-531721ea876b,"(55.68251913, 12.55085381)","Rosenørns Alle 36, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,84, 1,84,Vandskyllende toilet i enheden,4, 1,-
5," Rosenørns Alle 65, 2. th 1970 Frederiksberg C ",8400000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104677/22673B65-70C0-4DEF-98E2-EB9665DC11AE,https://www.boliga.dk//bbrinfo/22673b65-70c0-4def-98e2-eb9665dc11ae,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,132, 1,132,Vandskyllende toilet i enheden,5, 1,-
6," Rosenørns Alle 65, 2. th 1970 Frederiksberg C ",5995000.0,2019-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104677/22673B65-70C0-4DEF-98E2-EB9665DC11AE,https://www.boliga.dk//bbrinfo/22673b65-70c0-4def-98e2-eb9665dc11ae,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,132, 1,132,Vandskyllende toilet i enheden,5, 1,-
7," Rosenørns Alle 65, 2. th 1970 Frederiksberg C ",4450000.0,2014-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104677/22673B65-70C0-4DEF-98E2-EB9665DC11AE,https://www.boliga.dk//bbrinfo/22673b65-70c0-4def-98e2-eb9665dc11ae,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,132, 1,132,Vandskyllende toilet i enheden,5, 1,-
8," Rosenørns Alle 65, 2. th 1970 Frederiksberg C ",2823625.0,2008-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104677/22673B65-70C0-4DEF-98E2-EB9665DC11AE,https://www.boliga.dk//bbrinfo/22673b65-70c0-4def-98e2-eb9665dc11ae,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,132, 1,132,Vandskyllende toilet i enheden,5, 1,-
11," Rosenørns Alle 65, 1. tv 1970 Frederiksberg C ",5450000.0,2022-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104642/940E5911-C9FC-4721-B9ED-7A1AC29ACE69,https://www.boliga.dk//bbrinfo/940e5911-c9fc-4721-b9ed-7a1ac29ace69,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,89, 1,89,Vandskyllende toilet i enheden,3, 1,-
12," Rosenørns Alle 65, 1. tv 1970 Frederiksberg C ",3890000.0,2016-09-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/104642/940E5911-C9FC-4721-B9ED-7A1AC29ACE69,https://www.boliga.dk//bbrinfo/940e5911-c9fc-4721-b9ed-7a1ac29ace69,"(55.68332918, 12.54635803)","Rosenørns Alle 65, 1970 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,89, 1,89,Vandskyllende toilet i enheden,3, 1,-
15," Worsaaesvej 3, 4. tv 1972 Frederiksberg C ",5500000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/190123/421F4580-2F88-43DE-9DFD-081DE82976A7,https://www.boliga.dk//bbrinfo/421f4580-2f88-43de-9dfd-081de82976a7,"(55.684426, 12.55360085)","Worsaaesvej 3, 3. th, 1972 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,92, 1,92,Vandskyllende toilet i enheden,3, 1,-
16," Worsaaesvej 3, 4. tv 1972 Frederiksberg C ",3450000.0,2015-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/147/190123/421F4580-2F88-43DE-9DFD-081DE82976A7,https://www.boliga.dk//bbrinfo/421f4580-2f88-43de-9dfd-081de82976a7,"(55.684426, 12.55360085)","Worsaaesvej 3, 3. th, 1972 Frederiksberg C",0147,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,92, 1,92,Vandskyllende toilet i enheden,3, 1,-
