,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Vesterfælledvej 66A, 2. th 1799 København V ",2600000.0,2022-04-07, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/32053/E86B6EF2-51D4-4DF7-AC35-415CF75DBD65,https://www.boliga.dk//bbrinfo/e86b6ef2-51d4-4df7-ac35-415cf75dbd65,"(55.6672815, 12.53906049)","Vesterfælledvej 66A, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,129, 2,129,Vandskyllende toilet i enheden,5, 2,-
1," Vesterfælledvej 66A, 2. th 1799 København V ",5201441.0,2017-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/32053/E86B6EF2-51D4-4DF7-AC35-415CF75DBD65,https://www.boliga.dk//bbrinfo/e86b6ef2-51d4-4df7-ac35-415cf75dbd65,"(55.6672815, 12.53906049)","Vesterfælledvej 66A, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,129, 2,129,Vandskyllende toilet i enheden,5, 2,-
2," Constantin Hansens Gade 22, st. tv 1799 København V ",6795000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/27000/B2FE53D8-85E5-4BCB-8B0C-004E13035190,https://www.boliga.dk//bbrinfo/b2fe53d8-85e5-4bcb-8b0c-004e13035190,"(55.66914844, 12.53576426)","Constantin Hansens Gade 22, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
3," Constantin Hansens Gade 22, st. tv 1799 København V ",0.0,2019-02-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/27000/B2FE53D8-85E5-4BCB-8B0C-004E13035190,https://www.boliga.dk//bbrinfo/b2fe53d8-85e5-4bcb-8b0c-004e13035190,"(55.66914844, 12.53576426)","Constantin Hansens Gade 22, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
4," Constantin Hansens Gade 22, st. tv 1799 København V ",4180000.0,2019-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/27000/B2FE53D8-85E5-4BCB-8B0C-004E13035190,https://www.boliga.dk//bbrinfo/b2fe53d8-85e5-4bcb-8b0c-004e13035190,"(55.66914844, 12.53576426)","Constantin Hansens Gade 22, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
5," Constantin Hansens Gade 22, st. tv 1799 København V ",3932114.0,2016-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/27000/B2FE53D8-85E5-4BCB-8B0C-004E13035190,https://www.boliga.dk//bbrinfo/b2fe53d8-85e5-4bcb-8b0c-004e13035190,"(55.66914844, 12.53576426)","Constantin Hansens Gade 22, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
6," Constantin Hansens Gade 12, 2. mf 1799 København V ",6200000.0,2022-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/26579/A6BC9097-E4A8-4E09-AEBA-5A2CD8DFB128,https://www.boliga.dk//bbrinfo/a6bc9097-e4a8-4e09-aeba-5a2cd8dfb128,"(55.66756326, 12.53578977)","Constantin Hansens Gade 12, 1. mf, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
7," Constantin Hansens Gade 12, 2. mf 1799 København V ",4495000.0,2017-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/26579/A6BC9097-E4A8-4E09-AEBA-5A2CD8DFB128,https://www.boliga.dk//bbrinfo/a6bc9097-e4a8-4e09-aeba-5a2cd8dfb128,"(55.66756326, 12.53578977)","Constantin Hansens Gade 12, 1. mf, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
8," Vesterfælledvej 66D, 2. mf 1799 København V ",3400000.0,2022-02-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/32062/713BFA3A-7779-43B3-BE84-8047C12C8F9A,https://www.boliga.dk//bbrinfo/713bfa3a-7779-43b3-be84-8047c12c8f9a,"(55.66695695, 12.53908785)","Vesterfælledvej 66D, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,1, 1,-
9," Vesterfælledvej 66D, 2. mf 1799 København V ",1995000.0,2017-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/32062/713BFA3A-7779-43B3-BE84-8047C12C8F9A,https://www.boliga.dk//bbrinfo/713bfa3a-7779-43b3-be84-8047c12c8f9a,"(55.66695695, 12.53908785)","Vesterfælledvej 66D, 1. th, 1799 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,49, 1,49,Vandskyllende toilet i enheden,1, 1,-
