,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
15, Furesøvænget 7 2830 Virum ,4590000.0,2022-07-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/49374/CE5459E1-5355-4BA7-9BCA-C8B5445589BF,https://www.boliga.dk//bbrinfo/ce5459e1-5355-4ba7-9bca-c8b5445589bf,"(55.79174269, 12.44453026)","Furesøvænget 7, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,202, 2,202,Vandskyllende toilet i enheden,7, 3,-
16, Furesøvænget 7 2830 Virum ,9180000.0,2014-02-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/49374/CE5459E1-5355-4BA7-9BCA-C8B5445589BF,https://www.boliga.dk//bbrinfo/ce5459e1-5355-4ba7-9bca-c8b5445589bf,"(55.79174269, 12.44453026)","Furesøvænget 7, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,202, 2,202,Vandskyllende toilet i enheden,7, 3,-
17, Bernhard Olsens Vej 30 2830 Virum ,3230000.0,2022-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/10338/56C7C676-8304-461F-9C36-CF41061790CE,https://www.boliga.dk//bbrinfo/56c7c676-8304-461f-9c36-cf41061790ce,"(55.78970938, 12.48931215)","Bernhard Olsens Vej 30, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,189, 2,189,Vandskyllende toilet i enheden,7, 3,-
18," Askevænget 7, st. tv 2830 Virum ",2695000.0,2022-03-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/3242/32A7384C-62F3-4EFA-A96C-6D33693DFF88,https://www.boliga.dk//bbrinfo/32a7384c-62f3-4efa-a96c-6d33693dff88,"(55.79343064, 12.47689638)","Askevænget 7, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,3, 1,-
19," Askevænget 7, st. tv 2830 Virum ",2350000.0,2016-07-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/3242/32A7384C-62F3-4EFA-A96C-6D33693DFF88,https://www.boliga.dk//bbrinfo/32a7384c-62f3-4efa-a96c-6d33693dff88,"(55.79343064, 12.47689638)","Askevænget 7, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,3, 1,-
20," Askevænget 7, st. tv 2830 Virum ",1800000.0,2015-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/3242/32A7384C-62F3-4EFA-A96C-6D33693DFF88,https://www.boliga.dk//bbrinfo/32a7384c-62f3-4efa-a96c-6d33693dff88,"(55.79343064, 12.47689638)","Askevænget 7, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,3, 1,-
21, Birkevang 48 2830 Virum ,4900000.0,2022-03-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/11075/3FDE9326-7ACB-4D66-80B5-069E13ED9895,https://www.boliga.dk//bbrinfo/3fde9326-7acb-4d66-80b5-069e13ed9895,"(55.79524925, 12.48452014)","Birkevang 48, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,78, 2,78,Vandskyllende toilet i enheden,3, 2,-
23," Askevænget 41, 3. tv 2830 Virum ",1571696.0,2022-03-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4907/EC251B7B-2654-4582-98DA-EF129F58CC13,https://www.boliga.dk//bbrinfo/ec251b7b-2654-4582-98da-ef129f58cc13,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
24," Askevænget 41, 3. tv 2830 Virum ",3435000.0,2021-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4907/EC251B7B-2654-4582-98DA-EF129F58CC13,https://www.boliga.dk//bbrinfo/ec251b7b-2654-4582-98da-ef129f58cc13,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
25," Askevænget 41, 3. tv 2830 Virum ",1300000.0,2020-09-04, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/4907/EC251B7B-2654-4582-98DA-EF129F58CC13,https://www.boliga.dk//bbrinfo/ec251b7b-2654-4582-98da-ef129f58cc13,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
26," Askevænget 41, 3. tv 2830 Virum ",2400000.0,2018-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4907/EC251B7B-2654-4582-98DA-EF129F58CC13,https://www.boliga.dk//bbrinfo/ec251b7b-2654-4582-98da-ef129f58cc13,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
27," Askevænget 41, 3. tv 2830 Virum ",1400000.0,2009-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4907/EC251B7B-2654-4582-98DA-EF129F58CC13,https://www.boliga.dk//bbrinfo/ec251b7b-2654-4582-98da-ef129f58cc13,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
32, Kaplevej 38 2830 Virum ,6800000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/77017/BCE0D17A-2EEA-407B-90ED-3BB358BCAF97,https://www.boliga.dk//bbrinfo/bce0d17a-2eea-407b-90ed-3bb358bcaf97,"(55.78418075, 12.47019376)","Kaplevej 38, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,145, 2,145,Vandskyllende toilet i enheden,5, 2,-
33, Kaplevej 38 2830 Virum ,4725000.0,2015-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/77017/BCE0D17A-2EEA-407B-90ED-3BB358BCAF97,https://www.boliga.dk//bbrinfo/bce0d17a-2eea-407b-90ed-3bb358bcaf97,"(55.78418075, 12.47019376)","Kaplevej 38, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,145, 2,145,Vandskyllende toilet i enheden,5, 2,-
34, Kaplevej 38 2830 Virum ,2350000.0,2009-11-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/77017/BCE0D17A-2EEA-407B-90ED-3BB358BCAF97,https://www.boliga.dk//bbrinfo/bce0d17a-2eea-407b-90ed-3bb358bcaf97,"(55.78418075, 12.47019376)","Kaplevej 38, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,145, 2,145,Vandskyllende toilet i enheden,5, 2,-
35, Skolebakken 52 2830 Virum ,3750000.0,2022-05-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/125585/E783236A-6545-41F2-9DCA-FDC8DB609638,https://www.boliga.dk//bbrinfo/e783236a-6545-41f2-9dca-fdc8db609638,"(55.79225935, 12.46086396)","Skolebakken 52, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,138, 1,138,Vandskyllende toilet i enheden,5, 1,-
36," Geelskovparken 26, st. mf 2830 Virum ",2500000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/230/1973/85120BBE-612C-4346-85A5-7775CAB8B03E,https://www.boliga.dk//bbrinfo/85120bbe-612c-4346-85a5-7775cab8b03e,"(55.80161086, 12.49199094)","Geelskovparken 26, 1. mf, Søllerød, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,61, 1,61,Vandskyllende toilet i enheden,2, 1,-
37," Geelskovparken 26, st. mf 2830 Virum ",1945000.0,2018-11-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/230/1973/85120BBE-612C-4346-85A5-7775CAB8B03E,https://www.boliga.dk//bbrinfo/85120bbe-612c-4346-85a5-7775cab8b03e,"(55.80161086, 12.49199094)","Geelskovparken 26, 1. mf, Søllerød, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,61, 1,61,Vandskyllende toilet i enheden,2, 1,-
38," Geelskovparken 26, st. mf 2830 Virum ",1725000.0,2017-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/230/1973/85120BBE-612C-4346-85A5-7775CAB8B03E,https://www.boliga.dk//bbrinfo/85120bbe-612c-4346-85a5-7775cab8b03e,"(55.80161086, 12.49199094)","Geelskovparken 26, 1. mf, Søllerød, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,61, 1,61,Vandskyllende toilet i enheden,2, 1,-
42, Parcelvej 102B 2830 Virum ,6800000.0,2022-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/115881/D354F943-228E-4187-AE9F-6B9678770C26,https://www.boliga.dk//bbrinfo/d354f943-228e-4187-ae9f-6b9678770c26,"(55.79658175, 12.45455196)","Parcelvej 102B, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,147, 2,147,Vandskyllende toilet i enheden,5, 2,-
43, Åbrinken 103 2830 Virum ,6475000.0,2022-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/150482/43BDF906-3196-4A2F-8880-E47BD8D8B3E1,https://www.boliga.dk//bbrinfo/43bdf906-3196-4a2f-8880-e47bd8d8b3e1,"(55.79661717, 12.49474616)","Åbrinken 103, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,135, 1,135,Vandskyllende toilet i enheden,5, 2,-
44, Åbrinken 103 2830 Virum ,4350000.0,2014-05-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/150482/43BDF906-3196-4A2F-8880-E47BD8D8B3E1,https://www.boliga.dk//bbrinfo/43bdf906-3196-4a2f-8880-e47bd8d8b3e1,"(55.79661717, 12.49474616)","Åbrinken 103, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,135, 1,135,Vandskyllende toilet i enheden,5, 2,-
46," Askevænget 41, st. tv 2830 Virum ",2355000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4834/287B787C-EA92-4426-9348-7ED54EC4EFA9,https://www.boliga.dk//bbrinfo/287b787c-ea92-4426-9348-7ed54ec4efa9,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,3, 1,-
48, Parkvej 44 2830 Virum ,12750000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/117094/F5238BD9-337D-47B0-9805-4B5C7CDD92C4,https://www.boliga.dk//bbrinfo/f5238bd9-337d-47b0-9805-4b5c7cdd92c4,"(55.79691891, 12.46299796)","Parkvej 44, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,184, 1,184,Vandskyllende toilet i enheden,5, 2,-
49, Astilbehaven 151 2830 Virum ,3395000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/191324/8FA684F7-98E1-4B49-86DC-55054D62AF22,https://www.boliga.dk//bbrinfo/8fa684f7-98e1-4b49-86dc-55054d62af22,"(55.78807984, 12.48522845)","Astilbehaven 151, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,3, 2,400 V el fra værk
50, Birkely 3 2830 Virum ,3500000.0,2022-02-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/173/10508/85F16B1E-D59E-4E39-821C-A36478CE2FD4,https://www.boliga.dk//bbrinfo/85f16b1e-d59e-4e39-821c-a36478ce2fd4,"(55.79754072, 12.44207846)","Birkely 3, 2830 Virum",Blandet erhverv og bolig med eget køkken,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,168, 2,158,Vandskyllende toilet i enheden,6, 2,-
54, Holmekrogen 31 2830 Virum ,5552000.0,2022-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/64616/ED83EAAF-541F-494A-A412-5E973496E3D5,https://www.boliga.dk//bbrinfo/ed83eaaf-541f-494a-a412-5e973496e3d5,"(55.79635445, 12.48419725)","Holmekrogen 31, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,138, 1,138,Vandskyllende toilet i enheden,5, 1,-
55, Helsingevej 3 2830 Virum ,7050000.0,2022-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/59787/067A56D8-8D94-48A3-9980-31EEEADC0F12,https://www.boliga.dk//bbrinfo/067a56d8-8d94-48a3-9980-31eeeadc0f12,"(55.79744111, 12.45348178)","Helsingevej 3, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,155, 1,155,Vandskyllende toilet i enheden,5, 2,-
57," Cedervænget 5, 1. tv 2830 Virum ",3420000.0,2022-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/24932/71ADE20B-465D-42B3-A2C4-1656597BA29B,https://www.boliga.dk//bbrinfo/71ade20b-465d-42b3-a2c4-1656597ba29b,"(55.79515326, 12.47903791)","Cedervænget 5, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,86, 1,86,Vandskyllende toilet i enheden,4, 1,-
58," Frederiksdalsvej 79, 2. tv 2830 Virum ",2225000.0,2022-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
59," Frederiksdalsvej 79, 2. tv 2830 Virum ",1600000.0,2020-10-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
60," Frederiksdalsvej 79, 2. tv 2830 Virum ",1645000.0,2018-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
61," Frederiksdalsvej 79, 2. tv 2830 Virum ",1350000.0,2016-12-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
62," Frederiksdalsvej 79, 2. tv 2830 Virum ",1210000.0,2015-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
63," Frederiksdalsvej 79, 2. tv 2830 Virum ",1295000.0,2007-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/41470/40D4630E-6A28-4295-960F-BAA929B8C1F8,https://www.boliga.dk//bbrinfo/40d4630e-6a28-4295-960f-baa929b8c1f8,"(55.79508035, 12.47114998)","Frederiksdalsvej 79, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,54, 1,54,Vandskyllende toilet i enheden,2, 1,-
67," Askevænget 41, 2. th 2830 Virum ",3400000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/4877/D787896C-36AA-4FEF-9544-24514DCCEACF,https://www.boliga.dk//bbrinfo/d787896c-36aa-4fef-9544-24514dcceacf,"(55.79373016, 12.47946758)","Askevænget 41, 1. th, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,86, 1,86,Vandskyllende toilet i enheden,4, 1,-
69, Kaplevej 30 2830 Virum ,2801387.0,2022-04-02, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/173/76932/21AFFD9A-DD7E-4E1E-8808-241D9D74405B,https://www.boliga.dk//bbrinfo/21affd9a-dd7e-4e1e-8808-241d9d74405b,"(55.78376999, 12.4701695)","Kaplevej 30, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,124, 2,124,Vandskyllende toilet i enheden,5, 2,-
70, Kaplevej 30 2830 Virum ,3720000.0,2012-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/76932/21AFFD9A-DD7E-4E1E-8808-241D9D74405B,https://www.boliga.dk//bbrinfo/21affd9a-dd7e-4e1e-8808-241d9d74405b,"(55.78376999, 12.4701695)","Kaplevej 30, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,124, 2,124,Vandskyllende toilet i enheden,5, 2,-
74, Virumvej 79A 2830 Virum ,4500000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/148151/84898E98-39DC-43E9-B33D-BDE08C0B7008,https://www.boliga.dk//bbrinfo/84898e98-39dc-43e9-b33d-bde08c0b7008,"(55.78838077, 12.47064911)","Virumvej 79A, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,4, 1,-
75, Søndervej 70B 2830 Virum ,9425000.0,2022-01-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/135246/0024D572-BCFA-43AF-84E7-14EFA422ED39,https://www.boliga.dk//bbrinfo/0024d572-bcfa-43af-84e7-14efa422ed39,"(55.79390207, 12.44663144)","Søndervej 70B, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,181, 2,181,Vandskyllende toilet i enheden,6, 2,-
76, Virumgade 52B 2830 Virum ,8200000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/173/145020/A36D2E7E-9285-4987-9C17-0AE8871909A4,https://www.boliga.dk//bbrinfo/a36d2e7e-9285-4987-9c17-0ae8871909a4,"(55.78947881, 12.46498646)","Virumgade 52B, 2830 Virum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,168, 1,168,Vandskyllende toilet i enheden,5, 1,-
