,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
2887, Uldumvej 42 2770 Kastrup ,3000000.0,2018-09-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/120449/32CB09A3-239E-4492-8C72-D850CFDA00BA,https://www.boliga.dk//bbrinfo/32cb09a3-239e-4492-8c72-d850cfda00ba,"(55.62237209, 12.62114005)","Uldumvej 42, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,151, 2,151,Vandskyllende toilet i enheden,5, 2,-
2888," Guldblommevej 20, 1. th 2770 Kastrup ",2510000.0,2020-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/32574/069DFC8A-7497-458B-9475-FCF59607FC6A,https://www.boliga.dk//bbrinfo/069dfc8a-7497-458b-9475-fcf59607fc6a,"(55.64068654, 12.63374469)","Guldblommevej 20, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,4, 1,-
2889," Guldblommevej 20, 1. th 2770 Kastrup ",1747000.0,2015-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/32574/069DFC8A-7497-458B-9475-FCF59607FC6A,https://www.boliga.dk//bbrinfo/069dfc8a-7497-458b-9475-fcf59607fc6a,"(55.64068654, 12.63374469)","Guldblommevej 20, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,4, 1,-
2890," Guldblommevej 20, 1. th 2770 Kastrup ",1250000.0,2013-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/32574/069DFC8A-7497-458B-9475-FCF59607FC6A,https://www.boliga.dk//bbrinfo/069dfc8a-7497-458b-9475-fcf59607fc6a,"(55.64068654, 12.63374469)","Guldblommevej 20, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,74, 1,74,Vandskyllende toilet i enheden,4, 1,-
2891, Lindumvej 6 2770 Kastrup ,6495000.0,2020-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/74889/D67E8404-BE3E-4DE1-9C36-70887987DFD1,https://www.boliga.dk//bbrinfo/d67e8404-be3e-4de1-9c36-70887987dfd1,"(55.62052912, 12.59128328)","Lindumvej 6, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,192, 2,192,Vandskyllende toilet i enheden,6, 2,400 V el fra værk
2895, Avnbøl Alle 25 2770 Kastrup ,3445000.0,2020-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/9130/ACAF61B2-3B14-4555-9D20-4CD2CEA58E65,https://www.boliga.dk//bbrinfo/acaf61b2-3b14-4555-9d20-4cd2cea58e65,"(55.61360537, 12.58369504)","Avnbøl Alle 25, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,90, 1,90,Vandskyllende toilet i enheden,3, 1,-
2896," Amager Landevej 44A, 3. th 2770 Kastrup ",1150000.0,2020-04-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/4333/BCA4DD8F-19D2-4875-85A4-1CF136C0C74E,https://www.boliga.dk//bbrinfo/bca4dd8f-19d2-4875-85a4-1cf136c0c74e,"(55.63646341, 12.6188498)","Amager Landevej 44A, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
2897," Amager Landevej 44A, 3. th 2770 Kastrup ",2050000.0,2018-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/4333/BCA4DD8F-19D2-4875-85A4-1CF136C0C74E,https://www.boliga.dk//bbrinfo/bca4dd8f-19d2-4875-85a4-1cf136c0c74e,"(55.63646341, 12.6188498)","Amager Landevej 44A, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
2898," Amager Landevej 44A, 3. th 2770 Kastrup ",1142000.0,2017-10-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/4333/BCA4DD8F-19D2-4875-85A4-1CF136C0C74E,https://www.boliga.dk//bbrinfo/bca4dd8f-19d2-4875-85a4-1cf136c0c74e,"(55.63646341, 12.6188498)","Amager Landevej 44A, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
2899," Amager Landevej 44A, 3. th 2770 Kastrup ",1095000.0,2010-10-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/4333/BCA4DD8F-19D2-4875-85A4-1CF136C0C74E,https://www.boliga.dk//bbrinfo/bca4dd8f-19d2-4875-85a4-1cf136c0c74e,"(55.63646341, 12.6188498)","Amager Landevej 44A, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,68, 1,68,Vandskyllende toilet i enheden,2, 1,-
2902," Kastruplundgade 50, st. 4 2770 Kastrup ",2230000.0,2020-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/154416/E000A515-D663-4548-BE8A-B164B7F862EE,https://www.boliga.dk//bbrinfo/e000a515-d663-4548-be8a-b164b7f862ee,"(55.63457762, 12.64292709)","Kastruplundgade 50, 1. 5, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,65, 1,65,Vandskyllende toilet i enheden,2, 1,400 V el fra værk
2905, Flemløsevej 3 2770 Kastrup ,3655000.0,2020-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/25969/4FD17058-DB8E-4C5A-A1B3-25896D0A2F95,https://www.boliga.dk//bbrinfo/4fd17058-db8e-4c5a-a1b3-25896d0a2f95,"(55.63611231, 12.599336)","Flemløsevej 3, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,4, 1,-
2906, Natalvej 24 2770 Kastrup ,4075000.0,2020-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/82512/C8065234-F56C-41E7-90E4-7BF388AC0E74,https://www.boliga.dk//bbrinfo/c8065234-f56c-41e7-90e4-7bf388ac0e74,"(55.59745348, 12.5789199)","Natalvej 24, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,175, 2,175,Vandskyllende toilet i enheden,6, 3,-
2908," Højgården 6, st. 105 2770 Kastrup ",2600000.0,2020-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139794/8A2D4986-0185-4DDB-896A-BD446CD06007,https://www.boliga.dk//bbrinfo/8a2d4986-0185-4ddb-896a-bd446cd06007,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,4, 1,-
2909, Stavlundvej 23 2770 Kastrup ,4500000.0,2020-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/107221/F460878F-A099-4246-A66C-09CDF2F5DDD3,https://www.boliga.dk//bbrinfo/f460878f-a099-4246-a66c-09cdf2f5ddd3,"(55.61254397, 12.59197853)","Stavlundvej 23, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,209, 1,209,Vandskyllende toilet i enheden,6, 1,-
2913, Snoghøj Alle 60 2770 Kastrup ,3600000.0,2020-09-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/105253/D4EAF62B-F29F-4805-8D2C-724E3E959A35,https://www.boliga.dk//bbrinfo/d4eaf62b-f29f-4805-8d2c-724e3e959a35,"(55.62086414, 12.61285836)","Snoghøj Alle 60, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,5, 1,-
2914, Snoghøj Alle 60 2770 Kastrup ,2495000.0,2012-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/105253/D4EAF62B-F29F-4805-8D2C-724E3E959A35,https://www.boliga.dk//bbrinfo/d4eaf62b-f29f-4805-8d2c-724e3e959a35,"(55.62086414, 12.61285836)","Snoghøj Alle 60, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,5, 1,-
2915, Snoghøj Alle 60 2770 Kastrup ,2995000.0,2008-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/105253/D4EAF62B-F29F-4805-8D2C-724E3E959A35,https://www.boliga.dk//bbrinfo/d4eaf62b-f29f-4805-8d2c-724e3e959a35,"(55.62086414, 12.61285836)","Snoghøj Alle 60, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,5, 1,-
2916, Hvidstenvej 19 2770 Kastrup ,4800000.0,2020-09-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/88146/F3E13789-B19D-426C-90D4-11DBF28543C3,https://www.boliga.dk//bbrinfo/f3e13789-b19d-426c-90d4-11dbf28543c3,"(55.61557176, 12.5931702)","Hvidstenvej 19, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,130, 2,130,Vandskyllende toilet i enheden,5, 2,230 V el fra værk
2917, Hvidstenvej 19 2770 Kastrup ,1025000.0,2009-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/88146/F3E13789-B19D-426C-90D4-11DBF28543C3,https://www.boliga.dk//bbrinfo/f3e13789-b19d-426c-90d4-11dbf28543c3,"(55.61557176, 12.5931702)","Hvidstenvej 19, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,130, 2,130,Vandskyllende toilet i enheden,5, 2,230 V el fra værk
2918," Listedvej 70, 1. tv 2770 Kastrup ",2295000.0,2020-09-10, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/133702/E6B77626-8DB6-4E46-A44C-DAFFF51AB80C,https://www.boliga.dk//bbrinfo/e6b77626-8db6-4e46-a44c-dafff51ab80c,"(55.63090834, 12.61293198)","Listedvej 70, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,3, 1,-
2919," Listedvej 70, 1. tv 2770 Kastrup ",1570000.0,2016-08-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/133702/E6B77626-8DB6-4E46-A44C-DAFFF51AB80C,https://www.boliga.dk//bbrinfo/e6b77626-8db6-4e46-a44c-dafff51ab80c,"(55.63090834, 12.61293198)","Listedvej 70, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,78, 1,78,Vandskyllende toilet i enheden,3, 1,-
2920, Tanger Alle 8 2770 Kastrup ,4250000.0,2020-09-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/112438/3297A8E2-9446-4681-8355-1C9F4B42FEF2,https://www.boliga.dk//bbrinfo/3297a8e2-9446-4681-8355-1c9f4b42fef2,"(55.60132865, 12.58454013)","Tanger Alle 8, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,167, 2,167,Vandskyllende toilet i enheden,6, 2,-
2921, Tanger Alle 8 2770 Kastrup ,4425000.0,2018-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/112438/3297A8E2-9446-4681-8355-1C9F4B42FEF2,https://www.boliga.dk//bbrinfo/3297a8e2-9446-4681-8355-1c9f4b42fef2,"(55.60132865, 12.58454013)","Tanger Alle 8, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,167, 2,167,Vandskyllende toilet i enheden,6, 2,-
2923, Jacob Appels Alle 92 2770 Kastrup ,4420000.0,2020-09-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/58697/F43555A2-578E-47F6-8197-37CB34FDF6D1,https://www.boliga.dk//bbrinfo/f43555a2-578e-47f6-8197-37cb34fdf6d1,"(55.61953058, 12.61140209)","Jacob Appels Alle 92, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,110, 2,110,Vandskyllende toilet i enheden,5, 2,-
2924, Jacob Appels Alle 92 2770 Kastrup ,2780000.0,2017-06-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/58697/F43555A2-578E-47F6-8197-37CB34FDF6D1,https://www.boliga.dk//bbrinfo/f43555a2-578e-47f6-8197-37cb34fdf6d1,"(55.61953058, 12.61140209)","Jacob Appels Alle 92, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,110, 2,110,Vandskyllende toilet i enheden,5, 2,-
2925, Jacob Appels Alle 58 2770 Kastrup ,4200000.0,2020-09-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/58344/8CBFB731-2879-4692-9BE6-0619B7422D3C,https://www.boliga.dk//bbrinfo/8cbfb731-2879-4692-9be6-0619b7422d3c,"(55.62095994, 12.61148155)","Jacob Appels Alle 58, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,5, 1,-
2928, Vittrup Alle 42 2770 Kastrup ,3150000.0,2020-09-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/127524/517350D9-5B04-4839-9970-17668628CDF6,https://www.boliga.dk//bbrinfo/517350d9-5b04-4839-9970-17668628cdf6,"(55.61555758, 12.59976083)","Vittrup Alle 42, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,248, 3,248,Vandskyllende toilet i enheden,8, 3,-
2929, Ole Klokkersvej 42 2770 Kastrup ,4450000.0,2020-09-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/87662/3731E73C-F9D1-4A52-90CA-DC048E4CE468,https://www.boliga.dk//bbrinfo/3731e73c-f9d1-4a52-90ca-dc048e4ce468,"(55.62130404, 12.59317842)","Ole Klokkersvej 42, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,5, 1,-
2930, Ole Klokkersvej 42 2770 Kastrup ,3100000.0,2018-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/87662/3731E73C-F9D1-4A52-90CA-DC048E4CE468,https://www.boliga.dk//bbrinfo/3731e73c-f9d1-4a52-90ca-dc048e4ce468,"(55.62130404, 12.59317842)","Ole Klokkersvej 42, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,137, 1,137,Vandskyllende toilet i enheden,5, 1,-
2931, Oliefabriksvej 246 2770 Kastrup ,4195000.0,2020-09-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/88960/2A83BF7E-EB5E-4D87-98EC-43CEFE708EDE,https://www.boliga.dk//bbrinfo/2a83bf7e-eb5e-4d87-98ec-43cefe708ede,"(55.60956451, 12.59147203)","Oliefabriksvej 246, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,164, 2,164,Vandskyllende toilet i enheden,6, 2,-
2933, Capellas Alle 36 2770 Kastrup ,3487500.0,2020-09-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/15971/6308A12A-5FF3-4CDA-92A6-63A921EB2999,https://www.boliga.dk//bbrinfo/6308a12a-5ff3-4cda-92a6-63a921eb2999,"(55.62545826, 12.61961165)","Capellas Alle 36, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,114, 1,114,Vandskyllende toilet i enheden,4, 2,-
2934, Finnedalsvej 7 2770 Kastrup ,3500000.0,2020-09-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/25543/FBE08744-2A3E-4D8F-98A4-1CBC05CD9198,https://www.boliga.dk//bbrinfo/fbe08744-2a3e-4d8f-98a4-1cbc05cd9198,"(55.63434772, 12.60512711)","Finnedalsvej 7, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 2,160,Vandskyllende toilet i enheden,5, 2,-
2935, Finnedalsvej 7 2770 Kastrup ,3205000.0,2017-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/25543/FBE08744-2A3E-4D8F-98A4-1CBC05CD9198,https://www.boliga.dk//bbrinfo/fbe08744-2a3e-4d8f-98a4-1cbc05cd9198,"(55.63434772, 12.60512711)","Finnedalsvej 7, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 2,160,Vandskyllende toilet i enheden,5, 2,-
2936, Finnedalsvej 7 2770 Kastrup ,2625000.0,2014-09-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/25543/FBE08744-2A3E-4D8F-98A4-1CBC05CD9198,https://www.boliga.dk//bbrinfo/fbe08744-2a3e-4d8f-98a4-1cbc05cd9198,"(55.63434772, 12.60512711)","Finnedalsvej 7, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 2,160,Vandskyllende toilet i enheden,5, 2,-
2937, Brønderslev Alle 53A 2770 Kastrup ,3200000.0,2020-09-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/46710/D63A39BD-2243-40DA-ABFB-8F199228D925,https://www.boliga.dk//bbrinfo/d63a39bd-2243-40da-abfb-8f199228d925,"(55.61806378, 12.60418452)","Brønderslev Alle 53A, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,136, 2,136,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
2939, Kongelundsvej 494 2770 Kastrup ,3075000.0,2020-09-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/71383/76428843-7DA0-44CB-A8C2-89740A9322A4,https://www.boliga.dk//bbrinfo/76428843-7da0-44cb-a8c2-89740a9322a4,"(55.59710324, 12.58201135)","Kongelundsvej 494, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,111, 1,111,Vandskyllende toilet i enheden,4, 2,-
2940, Kongelundsvej 494 2770 Kastrup ,2995000.0,2017-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/71383/76428843-7DA0-44CB-A8C2-89740A9322A4,https://www.boliga.dk//bbrinfo/76428843-7da0-44cb-a8c2-89740a9322a4,"(55.59710324, 12.58201135)","Kongelundsvej 494, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,111, 1,111,Vandskyllende toilet i enheden,4, 2,-
2943, Skyttehøj 20 2770 Kastrup ,3825000.0,2020-09-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/102440/7728BB27-DEB5-4CAA-8246-419AC889224A,https://www.boliga.dk//bbrinfo/7728bb27-deb5-4caa-8246-419ac889224a,"(55.62833515, 12.62463736)","Skyttehøj 20, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,100, 2,100,Vandskyllende toilet i enheden,4, 2,-
2944, Skyttehøj 20 2770 Kastrup ,3485000.0,2017-10-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/102440/7728BB27-DEB5-4CAA-8246-419AC889224A,https://www.boliga.dk//bbrinfo/7728bb27-deb5-4caa-8246-419ac889224a,"(55.62833515, 12.62463736)","Skyttehøj 20, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,100, 2,100,Vandskyllende toilet i enheden,4, 2,-
2945, Skyttehøj 20 2770 Kastrup ,3195000.0,2015-09-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/102440/7728BB27-DEB5-4CAA-8246-419AC889224A,https://www.boliga.dk//bbrinfo/7728bb27-deb5-4caa-8246-419ac889224a,"(55.62833515, 12.62463736)","Skyttehøj 20, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,100, 2,100,Vandskyllende toilet i enheden,4, 2,-
2947," Højgården 6, 2. 306 2770 Kastrup ",1937500.0,2020-09-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139921/D7DC0ED2-F7F0-4E16-95C9-EF91A0DDA52B,https://www.boliga.dk//bbrinfo/d7dc0ed2-f7f0-4e16-95c9-ef91a0dda52b,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,2, 1,-
2948," Højgården 6, 2. 306 2770 Kastrup ",1240000.0,2013-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139921/D7DC0ED2-F7F0-4E16-95C9-EF91A0DDA52B,https://www.boliga.dk//bbrinfo/d7dc0ed2-f7f0-4e16-95c9-ef91a0dda52b,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,2, 1,-
2949," Højgården 6, 2. 306 2770 Kastrup ",1250000.0,2010-06-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139921/D7DC0ED2-F7F0-4E16-95C9-EF91A0DDA52B,https://www.boliga.dk//bbrinfo/d7dc0ed2-f7f0-4e16-95c9-ef91a0dda52b,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,2, 1,-
2950," Højgården 6, 2. 306 2770 Kastrup ",1900000.0,2007-04-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139921/D7DC0ED2-F7F0-4E16-95C9-EF91A0DDA52B,https://www.boliga.dk//bbrinfo/d7dc0ed2-f7f0-4e16-95c9-ef91a0dda52b,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,66, 1,66,Vandskyllende toilet i enheden,2, 1,-
2955," Kastruplundgade 70, st. th 2770 Kastrup ",2025000.0,2020-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/64786/4FB3718B-D061-47B8-B899-8D00CC184867,https://www.boliga.dk//bbrinfo/4fb3718b-d061-47b8-b899-8d00cc184867,"(55.63244327, 12.64437825)","Kastruplundgade 70, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,64, 1,64,Vandskyllende toilet i enheden,2, 1,-
2956," Kastruplundgade 70, st. th 2770 Kastrup ",1145000.0,2012-11-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/64786/4FB3718B-D061-47B8-B899-8D00CC184867,https://www.boliga.dk//bbrinfo/4fb3718b-d061-47b8-b899-8d00cc184867,"(55.63244327, 12.64437825)","Kastruplundgade 70, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,64, 1,64,Vandskyllende toilet i enheden,2, 1,-
2960, Vestermarie Alle 32 2770 Kastrup ,4000000.0,2020-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/125572/1359CF32-8A0F-49A9-A426-13E1BCE49E4A,https://www.boliga.dk//bbrinfo/1359cf32-8a0f-49a9-a426-13e1bce49e4a,"(55.63337822, 12.6156346)","Vestermarie Alle 32, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,110, 1,110,Vandskyllende toilet i enheden,5, 1,-
2961, Vestermarie Alle 32 2770 Kastrup ,3100000.0,2014-08-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/125572/1359CF32-8A0F-49A9-A426-13E1BCE49E4A,https://www.boliga.dk//bbrinfo/1359cf32-8a0f-49a9-a426-13e1bce49e4a,"(55.63337822, 12.6156346)","Vestermarie Alle 32, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,110, 1,110,Vandskyllende toilet i enheden,5, 1,-
2963," Konvalvej 23, 1. th 2770 Kastrup ",2405000.0,2020-01-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/135543/976D0A5F-9C69-40FE-AD16-6F8102614798,https://www.boliga.dk//bbrinfo/976d0a5f-9c69-40fe-ad16-6f8102614798,"(55.63462463, 12.6263114)","Konvalvej 23, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
2964, Smålyngen 7 2770 Kastrup ,3900000.0,2020-08-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/103854/95881470-7C55-43A1-ADF9-D3F8C6A39259,https://www.boliga.dk//bbrinfo/95881470-7c55-43a1-adf9-d3f8c6a39259,"(55.63127797, 12.61827242)","Smålyngen 7, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,106, 1,106,Vandskyllende toilet i enheden,5, 2,-
