,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,kommunenummer,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
0," Absalonsgade 3, 2. tv 1658 København V ",4455000.0,2022-03-08, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/26714/4EA75C49-6EF1-44A5-A017-FBB941E452D9,https://www.boliga.dk//bbrinfo/4ea75c49-6ef1-44a5-a017-fbb941e452d9,"(55.67212837, 12.55402939)","Absalonsgade 3, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
1," Absalonsgade 3, 2. tv 1658 København V ",7500000.0,2021-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/26714/4EA75C49-6EF1-44A5-A017-FBB941E452D9,https://www.boliga.dk//bbrinfo/4ea75c49-6ef1-44a5-a017-fbb941e452d9,"(55.67212837, 12.55402939)","Absalonsgade 3, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
2," Absalonsgade 3, 2. tv 1658 København V ",5247900.0,2017-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/26714/4EA75C49-6EF1-44A5-A017-FBB941E452D9,https://www.boliga.dk//bbrinfo/4ea75c49-6ef1-44a5-a017-fbb941e452d9,"(55.67212837, 12.55402939)","Absalonsgade 3, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
3," Absalonsgade 9, st. 3 1658 København V ",6750000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/17905/4EE3BD1E-8201-4808-A0AE-D08D807DA647,https://www.boliga.dk//bbrinfo/4ee3bd1e-8201-4808-a0ae-d08d807da647,"(55.6715352, 12.55429567)","Absalonsgade 9, 2. th, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,134, 1,134,Vandskyllende toilet i enheden,4, 2,-
4," Absalonsgade 43, st. tv 1658 København V ",4025000.0,2022-02-07, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/10627/C378AA83-914F-427D-9897-BCE25B8D0453,https://www.boliga.dk//bbrinfo/c378aa83-914f-427d-9897-bce25b8d0453,"(55.66857422, 12.55611615)","Absalonsgade 43, 1. th, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,79, 0,79,Vandskyllende toilet i enheden,3, 1,-
5," Absalonsgade 43, st. tv 1658 København V ",2710000.0,2016-05-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/10627/C378AA83-914F-427D-9897-BCE25B8D0453,https://www.boliga.dk//bbrinfo/c378aa83-914f-427d-9897-bce25b8d0453,"(55.66857422, 12.55611615)","Absalonsgade 43, 1. th, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,79, 0,79,Vandskyllende toilet i enheden,3, 1,-
6," Absalonsgade 43, st. tv 1658 København V ",1685000.0,2008-01-30, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/101/10627/C378AA83-914F-427D-9897-BCE25B8D0453,https://www.boliga.dk//bbrinfo/c378aa83-914f-427d-9897-bce25b8d0453,"(55.66857422, 12.55611615)","Absalonsgade 43, 1. th, 1658 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Hverken badeværelse eller adgang til badeværelse,79, 0,79,Vandskyllende toilet i enheden,3, 1,-
8," Reventlowsgade 16, 1. th 1651 København V ",6500000.0,2022-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/881563/96E729D2-E91F-4ED5-9447-BBD7CD74BC4E,https://www.boliga.dk//bbrinfo/96e729d2-e91f-4ed5-9447-bbd7cd74bc4e,"(55.6722207, 12.56354685)","Reventlowsgade 16, 1651 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,151, 1,151,Vandskyllende toilet i enheden,7, 2,-
9," Reventlowsgade 16, 1. th 1651 København V ",4075000.0,2015-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/881563/96E729D2-E91F-4ED5-9447-BBD7CD74BC4E,https://www.boliga.dk//bbrinfo/96e729d2-e91f-4ed5-9447-bbd7cd74bc4e,"(55.6722207, 12.56354685)","Reventlowsgade 16, 1651 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,151, 1,151,Vandskyllende toilet i enheden,7, 2,-
14," Istedgade 39, 4 1650 København V ",5000000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/101/267822/FCEDE2F5-6961-4761-927F-F8BF8B7B6196,https://www.boliga.dk//bbrinfo/fcede2f5-6961-4761-927f-f8bf8b7b6196,"(55.66988757, 12.55613407)","Istedgade 39, 1650 København V",0101,Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
