,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
13, Stangkær 4 2765 Smørum ,4510000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/1650/05F6B764-DBFD-4E63-8A8D-FC1A31082A83,https://www.boliga.dk//bbrinfo/05f6b764-dbfd-4e63-8a8d-fc1a31082a83,"(55.73645489, 12.29509788)","Stangkær 4, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,158, 1,158,Vandskyllende toilet i enheden,5, 3,-
14," Pærevangen 2, 2. th 2765 Smørum ",2350000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2856/6CEC7F22-A89B-4D00-83F9-040BAF1C370C,https://www.boliga.dk//bbrinfo/6cec7f22-a89b-4d00-83f9-040baf1c370c,"(55.74279952, 12.31256082)","Pærevangen 2, 2. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,95, 1,95,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
15," Pærevangen 2, 2. th 2765 Smørum ",2075000.0,2020-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2856/6CEC7F22-A89B-4D00-83F9-040BAF1C370C,https://www.boliga.dk//bbrinfo/6cec7f22-a89b-4d00-83f9-040baf1c370c,"(55.74279952, 12.31256082)","Pærevangen 2, 2. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,95, 1,95,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
17," Kong Haralds Park 3L, 2. th 2765 Smørum ",1550000.0,2022-03-09, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/240/15792/6CEF634B-2333-467C-B9C7-630B507D1564,https://www.boliga.dk//bbrinfo/6cef634b-2333-467c-b9c7-630b507d1564,"(55.74534593, 12.2874363)","Kong Haralds Park 3L, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
18," Kong Haralds Park 3L, 2. th 2765 Smørum ",2515000.0,2018-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/15792/6CEF634B-2333-467C-B9C7-630B507D1564,https://www.boliga.dk//bbrinfo/6cef634b-2333-467c-b9c7-630b507d1564,"(55.74534593, 12.2874363)","Kong Haralds Park 3L, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
19," Kong Haralds Park 3L, 2. th 2765 Smørum ",61000000.0,2011-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/15792/6CEF634B-2333-467C-B9C7-630B507D1564,https://www.boliga.dk//bbrinfo/6cef634b-2333-467c-b9c7-630b507d1564,"(55.74534593, 12.2874363)","Kong Haralds Park 3L, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
20, Hindbærvangen 62 2765 Smørum ,4420100.0,2022-03-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/3071/83424970-3849-40B7-9E9E-09B3B18CB098,https://www.boliga.dk//bbrinfo/83424970-3849-40b7-9e9e-09b3b18cb098,"(55.74831846, 12.30229251)","Hindbærvangen 62, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,117, 1,117,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
21, Hindbærvangen 62 2765 Smørum ,3175000.0,2015-01-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/3071/83424970-3849-40B7-9E9E-09B3B18CB098,https://www.boliga.dk//bbrinfo/83424970-3849-40b7-9e9e-09b3b18cb098,"(55.74831846, 12.30229251)","Hindbærvangen 62, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,117, 1,117,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
24, Kirsebærvangen 153 2765 Smørum ,3025000.0,2022-03-04, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2267/C3EEDB4B-0318-4310-A8CE-3D7DE7593A81,https://www.boliga.dk//bbrinfo/c3eedb4b-0318-4310-a8ce-3d7de7593a81,"(55.73879629, 12.31236353)","Kirsebærvangen 153, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,109, 1,109,Vandskyllende toilet i enheden,4, 2,-
25," Kong Haralds Park 3M, 1. th 2765 Smørum ",2845000.0,2022-03-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/15786/181AD3B9-1124-48EB-BF51-33839C8D352C,https://www.boliga.dk//bbrinfo/181ad3b9-1124-48eb-bf51-33839c8d352c,"(55.74523071, 12.28715946)","Kong Haralds Park 3M, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
26," Kong Haralds Park 3M, 1. th 2765 Smørum ",2100000.0,2017-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/15786/181AD3B9-1124-48EB-BF51-33839C8D352C,https://www.boliga.dk//bbrinfo/181ad3b9-1124-48eb-bf51-33839c8d352c,"(55.74523071, 12.28715946)","Kong Haralds Park 3M, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
27," Kong Haralds Park 3M, 1. th 2765 Smørum ",2175000.0,2008-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/15786/181AD3B9-1124-48EB-BF51-33839C8D352C,https://www.boliga.dk//bbrinfo/181ad3b9-1124-48eb-bf51-33839c8d352c,"(55.74523071, 12.28715946)","Kong Haralds Park 3M, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,93, 1,93,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
28, Grønbjergvej 14 2760 Måløv ,3300000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/75711/D2D69556-23B7-4C8E-A9FE-D99E569D6EC3,https://www.boliga.dk//bbrinfo/d2d69556-23b7-4c8e-a9fe-d99e569d6ec3,"(55.74718322, 12.32547843)","Grønbjergvej 14, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,127, 2,127,Vandskyllende toilet i enheden,4, 2,-
29, Parklodden 57 2760 Måløv ,3850000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/139051/FDB3AC50-ED29-43A7-941E-D0F4455DE7FC,https://www.boliga.dk//bbrinfo/fdb3ac50-ed29-43a7-941e-d0f4455de7fc,"(55.7516212, 12.32901778)","Parklodden 57, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,104, 1,104,Vandskyllende toilet i enheden,4, 1,400 V el fra værk
31, Ulborgvej 41 2760 Måløv ,2275000.0,2022-03-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/151/83986/1FD61265-EFA1-442A-B28A-17F92EB0A5BE,https://www.boliga.dk//bbrinfo/1fd61265-efa1-442a-b28a-17f92eb0a5be,"(55.74838005, 12.32890966)","Ulborgvej 41, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 1,160,Vandskyllende toilet i enheden,5, 2,-
32, Ulborgvej 41 2760 Måløv ,2900000.0,2012-04-30, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/83986/1FD61265-EFA1-442A-B28A-17F92EB0A5BE,https://www.boliga.dk//bbrinfo/1fd61265-efa1-442a-b28a-17f92eb0a5be,"(55.74838005, 12.32890966)","Ulborgvej 41, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 1,160,Vandskyllende toilet i enheden,5, 2,-
33, Ulborgvej 41 2760 Måløv ,3600000.0,2008-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/83986/1FD61265-EFA1-442A-B28A-17F92EB0A5BE,https://www.boliga.dk//bbrinfo/1fd61265-efa1-442a-b28a-17f92eb0a5be,"(55.74838005, 12.32890966)","Ulborgvej 41, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 1,160,Vandskyllende toilet i enheden,5, 2,-
37, Møllemosen 109 2760 Måløv ,5350000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/79091/A6C6CB0C-7408-4000-B0BA-BE7C096CFA61,https://www.boliga.dk//bbrinfo/a6c6cb0c-7408-4000-b0ba-be7c096cfa61,"(55.75635886, 12.33386478)","Møllemosen 109, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,147, 2,147,Vandskyllende toilet i enheden,6, 2,400 V el fra værk
39, Erantishaven 68 2765 Smørum ,6445000.0,2022-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/577/3707AE19-715A-4F7E-B4D7-F0A743C0BDDC,https://www.boliga.dk//bbrinfo/3707ae19-715a-4f7e-b4d7-f0a743c0bddc,"(55.74423999, 12.29897451)","Erantishaven 68, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 2,160,Vandskyllende toilet i enheden,5, 2,-
40, Erantishaven 68 2765 Smørum ,2890000.0,2009-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/577/3707AE19-715A-4F7E-B4D7-F0A743C0BDDC,https://www.boliga.dk//bbrinfo/3707ae19-715a-4f7e-b4d7-f0a743c0bddc,"(55.74423999, 12.29897451)","Erantishaven 68, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,160, 2,160,Vandskyllende toilet i enheden,5, 2,-
43," Pærevangen 24, st. th 2765 Smørum ",2795000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2990/0AEB43CC-2CE4-4B33-B828-2D2911B26E0B,https://www.boliga.dk//bbrinfo/0aeb43cc-2ce4-4b33-b828-2d2911b26e0b,"(55.74305796, 12.31449101)","Pærevangen 24, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
44," Pærevangen 24, st. th 2765 Smørum ",2495000.0,2020-07-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2990/0AEB43CC-2CE4-4B33-B828-2D2911B26E0B,https://www.boliga.dk//bbrinfo/0aeb43cc-2ce4-4b33-b828-2d2911b26e0b,"(55.74305796, 12.31449101)","Pærevangen 24, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
45," Pærevangen 24, st. th 2765 Smørum ",1529000.0,2015-03-05, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/240/2990/0AEB43CC-2CE4-4B33-B828-2D2911B26E0B,https://www.boliga.dk//bbrinfo/0aeb43cc-2ce4-4b33-b828-2d2911b26e0b,"(55.74305796, 12.31449101)","Pærevangen 24, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
46," Pærevangen 24, st. th 2765 Smørum ",1554000.0,2009-06-01, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/240/2990/0AEB43CC-2CE4-4B33-B828-2D2911B26E0B,https://www.boliga.dk//bbrinfo/0aeb43cc-2ce4-4b33-b828-2d2911b26e0b,"(55.74305796, 12.31449101)","Pærevangen 24, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,96, 1,96,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
49, Hellevangen 2A 2760 Måløv ,4310000.0,2022-05-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/75940/484A7502-377D-4B46-A50E-17867EC9EAC4,https://www.boliga.dk//bbrinfo/484a7502-377d-4b46-a50e-17867ec9eac4,"(55.75361996, 12.3203361)","Hellevangen 2A, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,127, 1,127,Vandskyllende toilet i enheden,4, 2,-
50, Bavnevolden 47 2760 Måløv ,5285000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/72852/C1120872-EFEB-4A04-8195-1F53C71066D7,https://www.boliga.dk//bbrinfo/c1120872-efeb-4a04-8195-1f53c71066d7,"(55.75785752, 12.3208714)","Bavnevolden 47, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,172, 2,172,Vandskyllende toilet i enheden,5, 2,-
51," Pærevangen 2, 2. tv 2765 Smørum ",2695000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2858/BFD84FBB-27C9-416F-8BEC-B769D8B81A09,https://www.boliga.dk//bbrinfo/bfd84fbb-27c9-416f-8bec-b769d8b81a09,"(55.74279952, 12.31256082)","Pærevangen 2, 2. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
52," Pærevangen 2, 2. tv 2765 Smørum ",2000000.0,2018-02-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2858/BFD84FBB-27C9-416F-8BEC-B769D8B81A09,https://www.boliga.dk//bbrinfo/bfd84fbb-27c9-416f-8bec-b769d8b81a09,"(55.74279952, 12.31256082)","Pærevangen 2, 2. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,4, 2,400 V el fra værk
57, Latyrushaven 61 2765 Smørum ,2895000.0,2022-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/1135/30236DE3-B2D4-45B8-860F-A6F33BD0A0BE,https://www.boliga.dk//bbrinfo/30236de3-b2d4-45b8-860f-a6f33bd0a0be,"(55.73549851, 12.30686283)","Latyrushaven 61, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,106, 1,106,Vandskyllende toilet i enheden,4, 2,-
58, Latyrushaven 61 2765 Smørum ,2200000.0,2017-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/1135/30236DE3-B2D4-45B8-860F-A6F33BD0A0BE,https://www.boliga.dk//bbrinfo/30236de3-b2d4-45b8-860f-a6f33bd0a0be,"(55.73549851, 12.30686283)","Latyrushaven 61, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,106, 1,106,Vandskyllende toilet i enheden,4, 2,-
59, Latyrushaven 61 2765 Smørum ,2155000.0,2007-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/1135/30236DE3-B2D4-45B8-860F-A6F33BD0A0BE,https://www.boliga.dk//bbrinfo/30236de3-b2d4-45b8-860f-a6f33bd0a0be,"(55.73549851, 12.30686283)","Latyrushaven 61, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,106, 1,106,Vandskyllende toilet i enheden,4, 2,-
60," Pærevangen 18, st. tv 2765 Smørum ",1850000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2955/35DDD9CF-D03C-4DBD-A427-AFBC2D6AA3AD,https://www.boliga.dk//bbrinfo/35ddd9cf-d03c-4dbd-a427-afbc2d6aa3ad,"(55.74295768, 12.31387638)","Pærevangen 18, 1. th, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,80, 1,80,Vandskyllende toilet i enheden,2, 1,400 V el fra værk
61, Klokkertoften 19 2765 Smørum ,4400000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/165/A5B7034C-4F29-42E9-A4C9-44234F6C3C55,https://www.boliga.dk//bbrinfo/a5b7034c-4f29-42e9-a4c9-44234f6c3c55,"(55.71390052, 12.30552349)","Klokkertoften 19, Ledøje, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,146, 1,146,Vandskyllende toilet i enheden,5, 2,-
62, Kong Knuds Park 22 2765 Smørum ,4150000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/16128/8646FA4F-5220-4113-8EA7-980B088C4143,https://www.boliga.dk//bbrinfo/8646fa4f-5220-4113-8ea7-980b088c4143,"(55.74489593, 12.28806131)","Kong Knuds Park 22, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,121, 1,121,Vandskyllende toilet i enheden,4, 2,-
63, Kong Knuds Park 22 2765 Smørum ,3775000.0,2021-04-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/16128/8646FA4F-5220-4113-8EA7-980B088C4143,https://www.boliga.dk//bbrinfo/8646fa4f-5220-4113-8ea7-980b088c4143,"(55.74489593, 12.28806131)","Kong Knuds Park 22, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,121, 1,121,Vandskyllende toilet i enheden,4, 2,-
64, Kong Knuds Park 22 2765 Smørum ,3350000.0,2016-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/16128/8646FA4F-5220-4113-8EA7-980B088C4143,https://www.boliga.dk//bbrinfo/8646fa4f-5220-4113-8ea7-980b088c4143,"(55.74489593, 12.28806131)","Kong Knuds Park 22, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,121, 1,121,Vandskyllende toilet i enheden,4, 2,-
65," Pærevangen 8, 2. tv 2765 Smørum ",2860000.0,2022-03-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2893/8A9DC1B4-1325-4C82-954A-4B76EE571235,https://www.boliga.dk//bbrinfo/8a9dc1b4-1325-4c82-954a-4b76ee571235,"(55.74242758, 12.31286684)","Pærevangen 8, 1. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,5, 2,400 V el fra værk
66," Pærevangen 8, 2. tv 2765 Smørum ",2025000.0,2018-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/240/2893/8A9DC1B4-1325-4C82-954A-4B76EE571235,https://www.boliga.dk//bbrinfo/8a9dc1b4-1325-4c82-954a-4b76ee571235,"(55.74242758, 12.31286684)","Pærevangen 8, 1. mf, Smørumnedre, 2765 Smørum",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,5, 2,400 V el fra værk
68," Søndergårds Allé 57, 2. tv 2760 Måløv ",3995000.0,2022-02-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/151/149748/C9E457D8-5C23-451E-8D1E-BAD996EB1E81,https://www.boliga.dk//bbrinfo/c9e457d8-5c23-451e-8d1e-bad996eb1e81,"(55.74733036, 12.31648345)","Søndergårds Allé 57, 1. th, 2760 Måløv",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,125, 1,125,Vandskyllende toilet i enheden,3, 1,400 V el fra værk
